item_name	itemprice
אב.כביסה פרסיל סופרה	19.9
אבוקדו ארוז בשל	12.9
אביזרי מטבח	9.9
אבקה להכנה פלאן בדץ.	7.9
אבקה למניעת אבנית 1קג - קלגון	21.9
אבקה לניקוי ריח לימו	9.9
אבקת אפיה	2.9
אבקת אפיה 10 יח'	2.9
אבקת אפייה	2.9
אבקת הלבנה רן 350 גר	29.9
אבקת וואסבי 35 גרם קינגדאוו	15.9
"אבקת כביסה 2.5 ק""ג - קולון 101"	23.9
"אבקת כביסה 8 ק""ג קולון 101"	68.9
"אבקת כביסה מקסימה         2.5 ק""ג"	29.9
"אבקת כביסה מקסימה     2.5 ק""ג מאסק"	29.9
"אבקת כביסה מקסימה 1.25 ק""ג"	18.9
"אבקת כביסה מקסימה 2.5 ק""ג"	29.9
"אבקת כביסה מקסימה 3.250 ק""ג בייבי"	32.9
"אבקת כביסה מקסימה 6 ק""ג"	59.9
"אבקת כביסה מקסימה 6 ק""ג BLACK"	59.9
"אבקת כביסה מקסימה בייבי 1.25 ק""ג"	18.9
אבקת כביסה מקסימה סנ	29.9
"אבקת כביסה מקסימה סנסטיב 1.25 ק""ג"	18.9
"אבקת כביסה מקסימה סנסטיב 6 ק""ג"	59.9
אבקת כביסה פרסיל קול	19.9
"אבקת כביסה פרסיל קולור 2.5 ק""ג"	29.9
"אבקת כביסה קולון  5 ק""ג"	42.9
אבקת כביסה קולון 101	14.9
אבקת כביסה קומפקט מק	18.9
אבקת מרק בצל אסם רכיבים טבעיים 400ג'	32.9
אבקת מרק פטריות אסם רכיבים טבעיים 400ג'	29.9
אבקת סוכר 100 ג' פרמ	3.9
אבקת סוכר 100 גרם	3.9
אבקת סוכר אריזת פטנט	19.9
אבקת סוכר נאמן	3.9
אבקת קארי 80 גרם	5.9
אבקת קקאו עלית 150 ג	12.9
אבקת שום 120 גרם	11.9
אבקת שום 80 גרם	5.9
אברקלין ירוק בניחוח מרענן 6ל'	59.9
אברקלין ללא עקבות 6ל'	59.9
אג'קס ורד הבוקר 1 ליטר	9.9
אג'קס פרחים אדום 1.5 ליטר	17.9
אג'קס פרחים ורוד 1.5 ליטר	18.9
אג'קס פרחים ירוק 1.5 ליטר	17.9
אגוז מוסקט טחון	14.9
אגוז מוסקט טחון 50 ג	5.9
אגוז מוסקט טחון 80 ג	11.9
אגוז מלך גרוסים 100גרם	13.9
אגוז מלך טחון מימונס	12.9
אגוז מלך קלוף מימונס	13.9
אגוז קשיו קלופים 150 גרם	12.9
אגוזי 45 גרם	4.9
אגוזי לוז מסוכרים מי	14.9
אגוזי מלך 200 גרם בקופסא	19.9
אגוזי מלך 200 גרם פי	19.9
אגוזי מלך קליית גת 1	14.9
אגוזי מלך שקית 150 ג	9.9
אגוזי קשיו מטוגנים ק	19.9
אגוזי קשיו קלויים קל	19.9
אגקס לניקוי חלונות ט	12.9
אגרול סיני 400 גרם.	22.9
אגרול סיני רוטב 600 גרם	21.9
אדום חצי יבש אימפרשן	39.9
אובלטים עם קימל 300	14.9
"אוזו 12 700 מ""ל"	99.9
"אוזו 7 700 מ""ל"	84.9
"אוזו פלומארי 700 מ""ל"	79.9
אוטלי משקה שיבולת שו	17.9
אוטן תרסיס דוחה יתושים וחרקים	20.9
אוטן תרסיס טרופי 100	20.9
אוכמניות ארוז 125 גר	19.9
אוכמניות טריות 125גרם	24.9
אוכמניות כחולות מוקפ	18.9
אול אין חטיף חלבון ד	11.9
אולוויז  68 יחידות מגה פק	19.9
אולוויז  80 יחידות מגה פק	24.9
אולוויז וליו פק לילי	19.9
אולוויז לילה 18 יח	19.9
אולוויז מגן וליופק N 60	16.9
אולוויז מגן פרו פרש L 40	19.9
אולוויז מגן תחתון דו	16.9
אולוויז מגנ Nללא ריח56יח	19.9
אולוויז מגנ.ללא ריח L 48	19.9
אולוויז מגנ.פרש L 48 יח	19.9
אולוויז פלטינום לילה 16י	16.9
אולוויז קואטרו 40 יחידות לילה	39.9
אולוויז תחבושות פלטי	16.9
אולווייז אולטרה יום	14.9
אולווייז דואו לונג 24יח	19.9
אולווייז דואו נורמל28+יח	19.9
אולטרסול 50/200 תרסי	44.9
אולטרסול MAX -75/50 ספורט ג'ל לפנים	44.9
אולטרסול ספריי שמן ג	49.9
"אולטרסול ספריי שקוף 200 מ""ל 30"	49.9
אולטרסול קידס ספריי	39.9
"אולטרסול קרם פנים 50 מ""ל 50+ בייבינטורל"	44.9
"אולטרסול קרם פנים 75 מ""ל 50"	49.9
"אולטרסול קרם פנים קידס 75 מ""ל 30"	49.9
"אולטרסול קרם פנים קידס 75 מ""ל 50"	39.9
אולטרסול שמן אגוז SPF20	49.9
"אולטרסול שמן קוקוס 200 מ""ל 20"	49.9
"אולטרסול תחליב 250 מ""ל 30"	49.9
"אולטרסול תחליבי 250 מ""ל 50"	49.9
"אולטרסול תחליבי קידס 250 מ""ל 50"	49.9
"אוללה מים מוגזים 330 מ""ל"	6.0
אוללה מים מוגזים בטע	6.0
אוקסיג'ן מסיר כתמים 4 ליטר	39.9
אוקסיג'ן מסיר כתמים אבקה לכביסה לבנה 540ג'	19.9
"אוקסיג'ן מסיר כתמים לבן אבקה 1.4 ק""ג"	36.9
"אוקסיג'ן מסיר כתמים צבעוני אבקה 1.4 ק""ג"	36.9
אוראו גולדן 154 גר	7.9
אוראו וופל דאבל שוקולד 140.4 גרם	6.9
אוראו וניל 176 גרם ב	9.9
אוראו מיני כוסות בטע	7.9
אוראל בי חוט דנטלי סאטין	15.9
אורביט פרופשיונל ספי	11.9
אורביט פרופשיונל פפר	9.9
אורביטול מי-פה	21.9
אורביטול מי-פה פרוטקטיב סולט	23.9
אורביטול משחת שיניים	15.9
אורביטול פרו-אקטיב מברשת חשמלית נטענת לבן	105.9
"אורביטול קיד מי פה בוב ספוג 250 מ""ל"	18.9
אורביטול קיד מי פה ג'וניור גילאי 8+	12.9
אורביטול שלישיה	19.9
אורבן שלוקים לחתול בטעם קריל 70 גרם	14.9
אורגנו 30 גרם	5.9
אורגנו 60 גרם	15.9
אורגני L/12  ביצים	24.9
אורז אדום סוגת  500	9.9
אורז אוסטרלי עגול 1ק	13.9
"אורז בסמטי 1 ק""ג שקדיה"	14.9
אורז בסמטי אלפאנט 1 קג	9.9
אורז בסמטי חום מלא d	13.9
אורז בסמטי טילדה 1	24.9
"אורז בסמטי מאסטר שף 1 ק""ג"	11.9
"אורז בסמטי מובחר 5 ק""ג"	64.9
אורז בסמטי מובחר דאו	14.9
אורז בסמטי מלא סוגת	15.9
אורז בסמטי קלאסי סוג	14.9
"אורז יסמין 5 ק""ג"	54.9
"אורז יסמין 5 ק""ג שקית בד"	54.9
"אורז יסמין מאסטר שף 1 ק""ג"	11.9
"אורז יסמין סוגת 1 ק"""	12.9
"אורז יסמין פרימיום 1ק""ג"	9.9
אורז לסושי	12.9
אורז לסושי WOK	9.9
אורז מיקס סוגת  500	9.9
אורז מלא אחד אחד סוג	12.9
"אורז סושי 1 ק""ג סוגת"	14.9
"אורז עגול 5 ק""ג"	59.9
"אורז עגול לסושי 1 ק""ג מאסטר שף"	14.9
"אורז עגול מלא 1 ק""ג"	11.9
"אורז עגול קלרוז 1 ק"""	15.9
אורז עם עדשים	28.9
"אורז פרסי DAAWAT 1 ק""ג"	10.9
אורז פרסי אחד אחד סו	12.9
אורז ריזוטו סוגת 500	9.9
אורז ריזוטו עגול סוג	13.9
"אורז תאילנדי 1 ק""ג"	14.9
אורל בי משחת שיניים אורגינל	16.9
אזניות TWS	169.9
אטבי סיליקון איכותיים	4.9
אטבים איכותיים אלפא	9.9
אטריות אודון מוכנות 200 גרם	5.9
"אטריות אורז 400 ג""ר"	8.9
אטריות אורז רחבות מא	8.9
אטריות אסם רחבות 400ג'	7.9
אטריות ביצים 450 גרם	9.9
"אטריות ביצים 454 ג""ר."	11.9
אטריות ביצים 454 גרם	7.9
אטריות ביצים נודלס להקפצה 200 גרם.	4.9
אטריות בצורת מקלונים ללא גלוטן 340 גר' GFREE	16.9
אטריות דקות REGGIA	8.9
אטריות ללא גלוטן ברי	19.9
אטריות מוכנות להקפצה 200 גרם	5.9
אטריות מקרוני עם גבי	13.9
אטריות נאמה אודון 20	8.9
אטריות נודלס להקפצה 400 גרם.	5.9
"אטריות עגבניות 454 ג""ר."	11.9
אטריות עגולות עבות REGGIA	8.9
אטריות עם עגבניה 454	7.9
אטריות צבעוניות לקיש	14.9
אטריות ראמן מוכנות 180 גרם	5.9
אטריות שעועית סיניות	6.9
"אטריות תרד 454 ג""ר."	7.9
איגלו סטיקס כרמית 80	6.9
איולי עגבניות עללחם	15.9
איולי פלפלים עללחם	15.9
איולי פסטו עללחם	15.9
איולי שום לימון עללחם	15.9
איטריות 360 גרם דקות.	4.9
איטריות 360 גרם דקיקות.	6.9
איטריות אורז דקות 400 גרם	8.9
איטריות ביצים ברצועות רחבות 500 גרם.	14.9
איטריות ביצים מס' 10.	8.9
איטריות דקות מאסטר שף 400 גרם	6.9
איטריות ורמיצ'לי,איטריות ביצים דקות במיוחד 500 גרם.	12.9
איטריות להקפצה מאסטר שף 350 גרם	9.9
איטריות שעועית 250 ג	7.9
איטריות שעועית מאסטר שף 300 גרם.	8.9
"איילנד גויאבה 300 מ"""	9.0
"איילנד מנגו 300 מ""ל"	8.0
אייס לי שלוקים 8 יח'	7.9
אייס קפוצינו 1 ליטר טרה	12.9
"אייריש קרים בייליס 700 מ""ל"	89.9
אינדוקציה KH-7 מיוחד לכיריים זכוכית	28.9
אינסטנט פודינג אסם בטעם וניל 320ג'	19.9
אינסטנט פודינג אסם בטעם ריבת חלב	6.9
אינסטנט פודינג בטעם	34.9
איקרה אדומה	14.9
איקרה ורודה מונטה קר	21.9
איקרה חצילים נזין 450 גרם	19.9
אירוויק מקלות ניחוח	17.9
אל אמ פורוורד חפיסה	36.0
אל גאוצ'ו מילנסה דק	29.9
"אל סבון ארומטי משאבה-אדום 500 מ""ל"	9.9
"אל סבון ארומטי משאבה-ירוק 500 מ""ל"	9.9
אל סבון בייבי כיף 1 ליטר	14.9
"אל סבון בייבי כיף 750 מ""ל"	19.9
אל סבון הגייני לידיים סנומדיק	11.9
אל סבון כיף + משאבה 1 ליטר	13.9
אל סבון כיף אבטיח ומנטה 1 ליטר	13.9
אל סבון כיף אפרסק ופלפל שחור 1 ליטר	12.9
"אל סבון כיף בוב ספוג 750 מ""ל"	10.9
אל סבון כיף מועשר בשמנים מארז שלישייה	21.9
"אל סבון כיף פיות 750 מ""ל אלוורה"	12.9
אל סבון כיף קטיפתי מארז שלישייה	19.9
אל סבון כיף תאנה ותה ירוק 1 ליטר	13.9
אל סבון כיף+משאבה 1 ליטר	13.9
אל סבון נוזלי ורוד 1	13.9
אל סבון נוזלי ירוק 1	13.9
אל סבון נוזלי כחול 1	13.9
אל סבון סופטקר נוזלי קלאסי 1 ליטר	19.9
אל סבון פמילי 1 ליטר	11.9
אלכוג'ל טבעי 500 מל	22.9
אלכוהול 70%	4.9
אלמנדוס ספרדי קליית	10.9
אלסבון +שמפו אל דמע 2 ב-1 סופטקר 1 ליטר	19.9
"אלסבון כיף פיות 750 מ""ל אלוורה"	10.9
אלסבון לתינוק סופטקר 1 ליטר	19.9
"אלסבון עדין סופטקר 770 מ""ל"	21.9
אלסבון קמיל בלו סנסטיב 1 ליטר	29.9
אלפרו בריסטה שקדים	17.9
אלפרו משקה שיבולת שו	17.9
אלפרו משקה שקדים ללא	17.9
אלפרו משקה שקדים ללס	16.9
אלפרו סויה לבישול 14	9.9
אלפרו.משקה שיבולת שו	17.9
אם אנד אם בוטנים 45	3.9
אם אנד אם שוקולד 200 גרם	13.9
אם אנד אם שוקולד 45	3.9
אמיצלי גלילי וופל 15	18.9
אנגל כוסמין וחיטה מל	19.9
אנדיב אדום	24.9
אנדיב בלגי אמיתי חוו	19.9
אנטי קאלק ניקוי רב שימושי	23.9
אנטריקוט דק מחפוד 30	39.9
אנטריקוט דקדק	24.9
אננס חתוך במיץ טבעי 825 גרם	14.9
אננס חתוך וילי פוד 2	4.9
אננס חתוך תומר 430גר	11.9
אננס מוקפא סנפרוסט	18.9
אננס מיובש טבעי 160 ג'	18.9
אננס קפוא 500 גרם	24.9
אננס שלם תומר 850 גרם	8.9
אנרג'י חטיפי דגנים ת	16.9
אנרגי מאגדת מצופה טע	16.9
אנרגי מאגדת תח. פסק	16.9
אנרגי מאגדת תחתית חל	16.9
אנרגי מאגדת תחתית שוקולד לבן 144 גר	16.9
אנרגי פריכיות חלבון	8.9
אנשובי 45 גרם	7.9
אנשובי ארוך 45 גרם	7.9
אנשובי ארוך בצנצנת 78 גרם	16.9
אנשובי ארוך בשמן זית	12.9
אנשובי עגול בצנצנת	17.9
אנשובי עם שמן זית 45 גרם	6.9
אנשובי צנצנת 100 גרם	13.9
"אנתוש ספירה 70 מ""ל"	13.9
אסטוניש אמבט הנוסחה המרוכזת	14.9
אסטוניש למטבח ניחוח	14.9
אסטוניש לניקוי אמבטי	14.9
אסטוניש מרסס למטבח 750מ	14.9
אסטוניש מרסס פרמיום אר	14.9
אסטוניש מרסס שמשות 7	13.9
אסטוניש משחה לניקוי תנורים וגריל	19.9
אסטוניש ספריי רסס ונ	12.9
אסטוניש פלא של אקונו	14.9
"אסטוניש פרימיום 500 מ""ל"	17.9
אסטוניש רסס כבס	17.9
אסם אבקת רוטב פטריות	5.9
אסם אבקת רוטב צלי לב	5.9
אסם אטריות בינוניות	7.9
אסם אטריות דקות 400ג	7.9
אסם אטריות דקיקות 40	9.9
אסם אטריות קלאסיות 4	7.9
אסם אינסטנט פודינג ש	6.9
אסם ביגלה שטוח שמשם	11.9
אסם בייגלה טבעות שומ	12.9
אסם בייגלה מקלות מלו	12.9
אסם בייגלה שטוחים מצ	11.9
אסם בייגלה שטוחים עם	12.9
אסם בייגלה שטוחים שו	12.9
אסם בייגלה שמיניות ל	12.9
אסם בייגלה שמיניות ק	12.9
אסם גלי משמש צבעים ט	7.9
אסם גלי פטל צבעים טב	7.9
אסם גלי תות שדה צבעי	7.9
אסם זוג מרק נמס אפונ	6.9
אסם זוג מרק נמס ירקו	8.9
אסם זוג מרק נמס פטרי	6.9
אסם חטיפי פריכונים א	10.9
אסם חטיפי פריכונים ט	9.9
אסם חטיפי פריכונים ת	9.9
אסם טוסטעים 100גרם	11.9
אסם מיני קרוטונים למ	18.9
אסם מרק זך טעם עוף ר	18.9
אסם מרק עוף רכיבים ט	26.9
אסם נודלס אטריות אור	10.9
אסם נודלס אטריות מסו	13.9
אסם ספגטי 500גרם	7.9
אסם עוגיות מיני שוקו	9.9
אסם עוגיות שוקולד זה	9.9
אסם עוגיות שוקוציפס	11.9
אסם פודינג אינסטנט ו	6.9
אסם פודינג אינסטנט ש	6.9
אסם פודינג בטעם וניל	6.9
אסם פודינג בטעם שוקו	5.9
אסם פירורית בטעם ביס	7.9
אסם פירורית מתובל 20	6.9
אסם פירורית פירורי ל	6.9
אסם פסטה מסולסלים אט	7.9
אסם פסטה צינורות איט	7.9
אסם פסטה קרניים בינו	7.9
אסם פריכונים מאורז מ	9.9
אסם פתי בר אצבעות שו	13.9
אסם פתי בר ללא גלוטן	10.9
אסם פתי בר פינוקי ונ	13.9
אסם פתי בר קלאסי 500	13.9
אסם פתיבר שוקו 500גר	15.9
אסם פתיתים אפויים או	8.9
אסם פתיתים אפויים כו	8.9
אסם פתיתים אפויים קו	8.9
אסם ציפס ברביקיו 45ג	5.9
אסם ציפס גלי 45גרם	5.9
אסם ציפס פלפל צילי 4	5.9
אסם ציפס קלאסי 150גר	12.9
אסם ציפס קלאסי 45גרם	4.9
אסם קוסקוס אמיתי 350	8.9
אסם קוסקוס דק 350גרם	8.9
אסם קטשופ בקבוק לחיץ	14.9
אסם קטשופ חריף 750גר	16.9
אסם קטשופ מופחת סוכר	16.9
אסם קטשופ פחות 56% ס	14.9
אסם קרוטונים אפויים	14.9
אסם קרוטונים מתובלים	18.9
אסם קריספי טאפאס זית	15.9
אסם קריספי טאפאס כפרי	15.9
אסם קרם קרקר 250גרם	9.9
אסם קרמוגית במילוי ק	11.9
אסם קרמוגית במילוי ש	11.9
אסם קרמוגית קראנץ קר	12.9
אסם קרמוגית קראנץ שו	12.9
אסם קרמוגית קרמל מלו	11.9
אסם קרקר זהב 150גרם	7.9
אסם קרקר קלאסי 250גר	11.9
אסם קרקר שומשום 250ג	11.9
אסם רוטב אלף האיים ל	14.9
אסם רוטב אסיאתי למוק	16.9
אסם רוטב בנוסח סצואן	15.9
אסם רוטב ברביקיו 290	14.9
אסם רוטב ויניגרט לסל	14.9
אסם רוטב טריאקי 290מ	14.9
אסם רוטב פיצה 290מל	14.9
אסם רוטב קיסר לסלט 2	14.9
אסם רוטב שום לייט לס	14.9
אסם רוטב שום לסלט 29	14.9
אסם שקדי מרק רכיבים	14.9
אספרגוס במי מלח	9.9
אספרגוס ירוק	29.9
אספרגוס לבן שלם ויליגר 330 גרם	10.9
אספרגוס שלם בצנצנת 3	10.9
אסקימו אבטיח75 גרם	3.0
אסקימו ענבים	3.0
אסקימו קרחון בטעם מש	2.0
"אפונה 720 מ""ל SPILVA"	14.9
אפונה וגזר	7.9
אפונה מתוקה בתרמיל	29.9
אפונה סוגת 500 גרם	6.9
אפונה עדינה סנפרוסט	19.9
אפונה קטנה	9.9
אפונה קטנה OZ6 שלשות יכין	15.9
אפונת גינה 800 גרם ס	19.9
אפונת גינה טעם הטבע	6.9
אפונת גינה יכין 550ג	9.9
אפונת גינה פרי הגליל	5.9
אפיכל סירופ בטעם מיי	17.9
אפיכל סירופ בטעם שוק	19.9
אפיפיות בטעם שוקולד	9.9
אפקטיב קרם ידיים וציפורניים Intensive relief לעור יבש ומגורה	12.9
אפרופו 100גרם	9.9
אפרופו 50גרם	5.9
אפרופו איטלקי 50גרם	5.9
אפרסק חצאים 820 גרם	8.9
אצבעות גבינה עמק 172	19.9
אצבעות דג מצופות דלי	34.9
אצבעות עמק 172 גרם	19.9
אצבעות פסק זמן במילוי וופל וקרם אגוזי לוז	9.9
אצבעות פסק זמן במילוי וופל וקרם חלב	9.9
אצבעות פסק זמן במילוי וופל וקרם קרמל מלוח	9.9
אצבעות שניצל ציפוי ש	44.9
אצות וואקמה 100 גרם	18.9
אצות וואקמה 40 גרם ר	8.9
אצות נורי 10 דף	10.9
אצות נורי בלו 10 דף	17.9
אצות נורי סילוור 10	10.9
"אציטון 100 מ""ל"	4.9
"אציטון לה בל 100 מ""ל"	4.9
"אקווה פרש  משחת שיניים 125 מ""ל עדין"	9.9
אקווה פרש מש.שיניים	9.9
אקונומיקה 4 ליטר טאצ	11.9
אקונומיקה bleach מבושמת 4 ליטר	14.9
אקונומיקה סנו JAVEL	9.9
אקונומיקה סנו ז'אוול אילינג 4 ליטר	19.9
אקונומיקה סנו ז'אוול פריחה לבנה 4 ליטר	21.9
אקונומיקה קצף לניקוי	11.9
אקטיביה  3% 200גרם	4.9
"אקיטה רוטב סויה ללא גלוטן 450 מ""ל"	19.9
אקס בושם כיס אפולו	19.9
אקס גל רחצה אפולו לגבר 400 מל	14.9
אקס גל רחצה בלאק 400	14.9
אקס דאו ספריי * אנרכ	14.9
אקס דאו ספריי *לגבר	14.9
אקס דאו ספריי אנרכי	14.9
אקס דאו ספריי גוף אפ	14.9
אקס דאו ספריי* שוקול	14.9
אקס דאו.ספריי גולד 150מל	14.9
אקס סטיק בלאק	16.9
אקס סטיק שוקולד	16.9
אקס ספרי גוף אפיק פר	14.9
אקס ספריי גוף פרימיו	16.9
אקס תחליב רחצה אייס	14.9
"אקסטרא ווטר אפרסק 400 מ""ל פריניב"	6.9
אקסטרים סופלה  115 ג	10.0
אקסטרים שוקו וניל פרווה	37.9
ארבע גבינות מגורד 300 גרם	21.9
ארבע מטליות מיקורופייבר סנו סושי	14.9
ארוחה בקטנה לאבנה עם	8.9
ארוחה בקטנה ציזיקי עם קרקרים 150 גרם	8.9
ארוחת אורז בסגנון איטלקי -עגבניות ובזיליקום	12.9
ארוחת אורז שעועית אדומה	14.9
ארוחת נודלס בטעם ירק	4.9
ארוחת נודלס בטעם סינ	4.9
ארוחת נודלס בטעם עוף	4.9
ארוחת נודלס תירס מג'	4.9
ארוחת פסטה עם רוטב גבינה	11.9
ארטיזנל לחם מחמצת חי	15.9
ארטיזנל לחם מחמצת כו	16.9
ארטיזנל לחם מחמצת כפ	15.9
ארטישוק בגריל 280 גרם TERRE	14.9
ארטישוק ירושלמי	19.9
ארטישוק תחתיות 5-7 יח'	11.9
"אריאל 3 ק""ג קולור"	32.9
"אריאל 5 ק""ג"	39.9
אריאל אבקת כביסה שוש	19.9
אריאל קפסולות 23 יח	48.9
"אריזונה אוכמניות 450 מ""ל"	10.0
אריזונה אפרסק 450 מל	10.0
אריזונה בטעם אוכמניו	11.9
אריזונה גינסנג ודבש	10.0
"אריזונה רימונים 450 מ""ל"	10.0
אריזות ואקום לאחסון סנו סושי	24.9
אריזת זיקוקים 3X10יח	5.9
אריסה	19.9
אריסה חריפה 250 גרם	12.9
אריסה חריפה אוליביה 180 גרם	12.9
אריסה מרוקאית ביטון	16.9
אריסה פיקנטית-אוליביה	15.9
ארלה גבינת שמנת טבעי	21.9
ארלה גבינת שמנת עשבי	21.9
ארלה גבינת שמנת שום	21.9
ארק כרמל	59.9
אשבול דגן חמאה 150 ג	8.9
אשבול פצפוצי אורז 37	17.9
באבל גאם 60גרם	10.0
באזז קוקטיילים פינקולדה	29.9
באזז קוקטיילים קוסמופוליטן	29.9
באטונציק 43 גר רושן	4.9
באלי גולדן 40 גרם	100.0
באלי לבן 40 גר	100.0
באלי נטוראל 40 גר	100.0
באן מאפה מאודה 200 ג	17.9
בארכה חלבה שאמית וני	14.9
בארכה טחינה 100% שומ	14.9
בארכה טחינה מעודנת 3	15.9
בארכה טחינה עם שומשו	17.9
בארכה טחינה שומשום מ	14.9
בארכה טחנ.גולמית מעו	15.9
בארכה מיקס פינוקיות	10.9
בארכה מיקס פינוקיות חלבה ללא תוספת סוכר	14.9
בגט בונזור.	16.0
בגט פיסל.	29.9
בגט קראסט שיפון.	19.9
