item_name	itemprice
אבקת סוכר נאמן	2.6
אבקת קקאו עלית 150 ג	14.9
אברפלדי 12 שנה 700 מ	219.9
"אג'קס לשירותים 750 מ""ל מארז זוגות"	36.9
אג'קס פרחים אדום 1.5 ליטר	26.9
אג'קס פרחים אפרסק 1.5 ליטר	26.9
אג'קס פרחים ורוד 1.5 ליטר	26.9
אג'קס פרחים ירוק 1.5 ליטר	26.9
אגוז מלך טחון מימונס	17.9
אגוז מלך קלוף מימונס	16.5
אגוז קשיו קלופים 150 גרם	20.9
אגוזי 45 גרם	4.9
אגוזי לוז מסוכרים מי	15.9
אגוזי מלך 200 גרם בקופסא	18.9
אגוזי מלך קליית גת 1	23.9
אגוזי מלך שקית 150 ג	15.9
אגוזי קשיו מטוגנים ק	25.9
אגקס לניקוי חלונות ט	19.5
אגרול סיני רוטב 600 גרם	16.9
אדג מחסנית סכיני גיל	49.9
אדג מכשיר + סכין גיל	68.9
אדום חצי יבש אימפרשן	49.9
אדממה אורגני 400גרם	14.5
או בה פרוקומפורט סופר32י	25.9
אובלטים אורגניים מקמח חומוס 100 גרם	13.9
אובלטים אורגניים מקמח עדשים אדומות 100 גרם	13.9
אובלטים אורגנים מקמח	13.9
אובלטים כוסמין אורגני בתוספת שומשום 100 גרם	12.9
אובלטים קימל 225 גרם	13.4
אובלטים שומשום 225 גרם	13.4
"אוזו 7 700 מ""ל"	74.9
"אוזו פלומארי 700 מ""ל"	79.9
אוטלי משקה שיבולת שו	16.9
אויאן מים 500	6.9
אויאן מים מינרליים 1 ליטר	11.5
אוכמניות כחולות מוקפ	18.5
אולדייז פלקסיטייל סינגל פק	19.9
אולוויז  68 יחידות מגה פק	21.9
אולוויז  80 יחידות מגה פק	21.9
אולוויז דואו לילה מקס 14	21.9
אולוויז מגה פק לארג' פרש 64יח'	21.9
אולוויז מגה פק נורמל פרש 76יח'	21.9
אולוויז פלטינום לילה 16י	29.9
אולוויז קואטרו לילה אקסטרה 32 יח'	38.9
אולוויז תחבושות פלטי	29.9
אולווייז דואו לונג 24יח	21.9
אולווייז דואו נורמל28+יח	21.9
אולטרא פט מעדן בקר ל	5.9
אולטרא פט מעדן ברווז	5.9
אולטרא פט מעדן סלמון לחתול 100 גרם	5.9
אולטרא פט מעדן עוף לחתול 100 גרם	5.9
אולטרסול 50/200 תרסי	73.9
"אולטרסול ספריי שקוף 200 מ""ל 30"	60.9
"אולטרסול קרם פנים 75 מ""ל 50+"	60.9
"אולטרסול קרם פנים קידס 75 מ""ל 50"	60.9
"אולטרסול תחליבי 250 מ""ל 50"	70.9
"אוללה מים מוגזים 330 מ""ל"	4.9
אוללה מים מוגזים בטע	4.9
אומגה L/12 ביצים	24.9
אוקסיג'ן מסיר כתמים 4 ליטר	37.9
"אוקסיג'ן מסיר כתמים לבן אבקה 1.4 ק""ג"	41.9
"אוקסיג'ן מסיר כתמים צבעוני אבקה 1.4 ק""ג"	41.9
אוראו וופל דאבל שוקולד 140.4 גרם	7.9
אוראו וניל 176 גרם ב	11.9
אורביט פרופשיונל ספי	11.2
אורביט פרופשיונל פפר	11.2
אורביט רפרשרס אבטיח	15.5
אורביטול חוט דנטלי משולב עם קיסם בקופסא	12.9
אורביטול מברשת שיניים לתינוקות 0-2 בובה	24.9
אורביטול מי-פה	19.9
אורביטול מי-פה אורטו קר	21.9
אורביטול מי-פה פרוטקטיב סולט	21.9
"אורביטול קיד מי פה בוב ספוג 250 מ""ל"	17.9
אורביטול קיד מי פה ג'וניור גילאי 8+	17.9
אורגני L/12  ביצים	27.9
אורז אוסטרלי עגול 1ק	14.9
אורז בסמטי  האופה 1	15.9
"אורז בסמטי 1 ק""ג שקדיה"	14.5
אורז בסמטי אלפאנט 1 קג	15.5
"אורז בסמטי ארוך 1 ק"""	17.9
אורז בסמטי חום מלא d	16.9
אורז בסמטי טילדה 1	22.9
אורז בסמטי לבן אורגני 500 גר'-הרדוף	13.9
"אורז בסמטי מאסטר שף 1 ק""ג"	16.5
אורז בסמטי מובחר דאו	14.9
אורז בסמטי מלא 500 ג	13.9
אורז בסמטי מלא סוגת	17.5
אורז בסמטי קלאסי סוג	15.9
"אורז יסמין 5 ק""ג שקית בד"	53.9
אורז יסמין טילדה 1ק	18.9
"אורז יסמין סוגת 1 ק"""	12.9
"אורז יסמין פרימיום 1ק""ג"	14.9
אורז לסושי קושיהיקאר	18.5
אורז מלא אחד אחד סוג	10.9
"אורז סושי 1 ק""ג סוגת"	13.9
"אורז עגול לסושי 1 ק""ג מאסטר שף"	15.5
"אורז עגול קלרוז 1 ק"""	14.2
"אורז פרסי DAAWAT 1 ק""ג"	13.2
אורז פרסי אחד אחד סו	11.9
"אורז ריזוטו  ארבוריו 1 ק""ג GALLO RISO"	22.9
אורז ריזוטו עגול סוג	12.9
"אורז תאילנדי 1 ק""ג"	8.9
אורל בי משחת שיניים לובן מהודר	31.9
אטב אחיזה רחבה בעיצוב איטלקי הוסטס 36 יח	14.9
אטריות אורז דקות 200 גרם	8.0
אטריות אורז דקות 300	10.9
אטריות אורז רחבות מא	10.9
אטריות אורז תירס ללא	15.9
אטריות אסם רחבות 400ג'	7.9
אטריות ביצים 454 גרם	13.5
אטריות ביצים נודלס להקפצה 200 גרם.	4.5
אטריות דקות REGGIA	10.3
אטריות טריות דקות מז	9.2
אטריות טריות עבות מז	9.2
אטריות כוסמין ביצים	17.9
אטריות כוסמין וביצים	17.9
אטריות ללא גלוטן ברי	17.9
אטריות מקרוני עם גבי	12.9
אטריות נאמה אודון 20	8.6
אטריות עם כוסמת 454 גרם	12.2
אטריות עם עגבניה 454	13.5
אטריות צבעוניות לקיש	16.5
אטריות ראמן ללא גלוטן אורז מלא בטעם בקר להכנה מהירה 55 גרם	15.5
אטריות ראמן ללא גלוטן אורז מלא בטעם ירקות להכנה מהירה	13.9
אטריות ראמן ללא גלוטן אורז מלא בטעם עוף להכנה מהירה 55 גרם	15.5
אטריות ראמן ללא גלוטן אורז מלא בטעם תירס להכנה מהירה	13.9
איולי עגבניות עללחם	18.9
איולי פלפלים עללחם	18.9
איולי פסטו עללחם	18.9
איולי שום לימון עללחם	18.9
איטריות אורז דקות 400 גרם	10.9
איטריות ביצים מס' 10.	11.5
איטריות ביצים מס' 14.	11.5
איטריות ביצים מס' 8.	11.5
איטריות ביצים פפרדלה 400 גר'	16.7
איטריות דקות מאסטר שף 400 גרם	7.1
איטריות ורמיצ'לי,איטריות ביצים דקות במיוחד 500 גרם.	17.5
איטריות שעועית 250 ג	8.9
איטריות שעועית מאסטר שף 300 גרם.	11.5
"איילנד גויאבה 300 מ"""	5.9
"איילנד מנגו 300 מ""ל"	5.9
איילנד נקטר גויאבה 1	10.4
איילנד נקטר מנגו קרט	10.4
אייס לי שלוקים 8 יח'	7.1
אייס קפה 350 גרם	20.9
אייס קפה רמת הגולן 1ל	11.9
"אייריש קרים בייליס 700 מ""ל"	109.9
איקרה אדומה	17.9
איקרה ביצי דג טרוטונית והרינג 180גרם	20.9
איקרה ביצי דג טרוטונית והרינג עם פורל וסלמון 180גרם	20.9
איקרה חצילים נזין 450 גרם	23.9
אירוויק מקלות ניחוח	22.9
אירוויק ספריי ניחוח	17.9
אל אמ פורוורד חפיסה	41.0
אל סבון  כיף שקית מילוי+פקק 1 ליטר	11.4
"אל סבון ארומטי משאבה-אדום 500 מ""ל"	10.4
"אל סבון ארומטי משאבה-ירוק 500 מ""ל"	10.4
"אל סבון בייבי כיף 750 מ""ל"	17.9
אל סבון הגייני לידיים סנומדיק	12.9
אל סבון כיף + משאבה 1 ליטר	16.9
אל סבון כיף + משאבה 1ל' מגע כותנה	16.9
אל סבון כיף אבטיח ומנטה 1 ליטר	16.9
אל סבון כיף מועשר בשמנים מארז שלישייה	19.9
אל סבון כיף תאנה ותה ירוק 1 ליטר	16.9
אל סבון כיף+משאבה 1 ליטר	16.9
אל סבון פמילי 1 ליטר	17.5
אל סבון פמילי פריחת הדובדבן 1ליטר	17.5
אל סבון קטיפתי כיף שקית מילוי+פקק 1 ליטר	11.4
"אל סבון קידס 750 מ""ל חדש"	18.9
"אל-סבון ג'ונסון בייבי אמבט 750 מ""ל+משאבה"	23.9
"אל-סבון ג'ונסון בייבי לפני שינה 750 מ""ל+משאבה"	23.9
אל.די אדום	33.0
אל.די ארוך	33.0
"אלביב מסכה היאלורונית 300 מ""ל LOREAL"	35.9
"אלביב מרכך דרים לונג לטיפול בקצוות מפוצלים 500 מ""ל"	20.9
"אלביב מרכך הידרה היאלורונית 500 מ""ל"	20.9
"אלביב מרכך הידרה פיור מטהר 500 מ""ל"	20.9
"אלביב מרכך מטפח קולור פרוטקט 500 מ""ל"	20.9
"אלביב מרכך פול רזיסט לחיזוק סיב השערה 400 מ""ל"	20.9
"אלביב מרכך שמנים מופלאים להזנה עוצמתית 500 מ""ל"	20.9
"אלביב שמפו מטפח קולור פרוטקט  500 מ""ל"	20.9
"אלביב שמפו פול רזיסט מחזק 500 מ""ל"	20.9
"אלביב שמפו שמנים מופלאים להזנה עוצמתית 500 מ""ל"	20.9
אלוויר חמאה נורמנדי 200 גר	24.9
אלוויר חמאה נורמנדי מלוחה 200 גרם	24.9
אלכוג'ל וויפס מגבונים היגיינים לידיים	36.9
אלכוג'ל פרמה וויפס -מגבונים	22.9
"אלמקס מי פה לשטיפה 400 מ""ל"	34.9
"אלסבון קמיל בלו אקסטרה סופט  500 מ""ל"	24.9
אלפא דוג חטיף מקלוני עוף ודג עם עור בקר	9.9
אלפא דוג חטיף משקוליות עוף וברווז עם עור	9.9
אלפרו בריסטה שיבולת	8.9
אלפרו בריסטה שקדים	16.9
אלפרו משקה שיבולת שו	16.9
אלפרו משקה שקדים ללא	16.9
אלפרו משקה שקדים ללס	18.5
אלפרו סויה לבישול 14	12.7
אלפרו.משקה שיבולת שו	16.9
אלתית ורודה במי מלח	11.9
אם אנד אם שוקולד 200 גרם	28.9
אמזון רוטב חריף צ'יפוטלה	14.9
אמיצלי גלילי וופל 15	24.9
אמפנדס מאפה במילוי בשר 330 גרם	36.9
אנגל כוסמין וחיטה מל	17.9
אנטי קאלק למכונות קפה	24.9
אנטי קאלק ניקוי רב שימושי	23.9
אננס חתוך וילי פוד 2	5.3
אננס חתוך תומר 430גר	12.2
אננס מוקפא סנפרוסט	18.5
אננס מיובש טבעי 160 ג'	24.9
אננס שלם תומר 850 גרם	12.2
אנרגי מאגדת מצופה טע	16.5
אנרגי מאגדת תח. פסק	16.5
אנרגי מאגדת תחתית חל	16.5
אנרגי מאגדת תחתית שוקולד לבן 144 גר	16.5
אנרגי פריכיות חלבון	13.9
אנשובי 45 גרם	8.6
אנשובי ארוך בצנצנת 78 גרם	18.5
אנשובי בשמן זית צנצנ100ג	20.9
אנשובי בשמן עם צ'ילי80ג	23.9
אנשובי עם שמן זית 45 גרם	12.2
אנשובי צנצנת 100 גרם	15.5
"אנתוש ספירה 70 מ""ל"	16.9
אסטוניש אמבט הנוסחה המרוכזת	16.4
אסטוניש למטבח ניחוח	19.5
אסטוניש מרסס פרמיום אר	19.5
אסטוניש ספריי רסס ונ	15.4
אסטוניש פלא של אקונו	16.4
"אסטוניש פרימיום 500 מ""ל"	20.9
אסטוניש רסס כבס	21.9
אסם אבקת רוטב פטריות	5.8
אסם אבקת רוטב צלי לב	6.5
אסם אטריות בינוניות	7.9
אסם אטריות דקות 400ג	7.9
אסם אטריות דקיקות 40	7.9
אסם ביגלה שטוח שמשם	13.9
אסם בייגלה טבעות שומ	12.9
אסם בייגלה מקלות מלו	12.9
אסם בייגלה שטוחים מצ	16.5
אסם בייגלה שטוחים עם	13.9
אסם בייגלה שטוחים שו	13.9
אסם בייגלה שמיניות ל	19.9
אסם בייגלה שמיניות ק	12.9
אסם גלי משמש צבעים ט	7.9
אסם גלי פטל צבעים טב	7.9
אסם גלי תות שדה צבעי	7.9
אסם חטיפי פריכונים א	9.5
אסם חטיפי פריכונים ט	9.5
אסם חטיפי פריכונים ת	9.5
אסם חטיפי קרקר שמנת	12.9
אסם טוסטעים 100גרם	12.5
אסם מיני קרוטונים למ	18.9
אסם מיני קרמוגית שוק	14.5
אסם מרק זך טעם עוף ר	23.9
אסם מרק עוף רכיבים ט	27.9
אסם נודלס אטריות אור	13.9
אסם ספגטי 500גרם	6.5
אסם עוגיות מיני שוקו	15.5
אסם עוגיות שוקולד זה	12.2
אסם עוגיות שוקוציפס	15.5
אסם פודינג אינסטנט ו	5.9
אסם פודינג אינסטנט ש	5.9
אסם פודינג בטעם וניל	5.9
אסם פודינג בטעם שוקו	5.9
אסם פירורית בטעם ביס	7.9
אסם פירורית פירורי ל	7.9
אסם פסטה מסולסלים אט	6.5
אסם פסטה צינורות איט	6.5
אסם פסטה קרניים בינו	6.5
אסם פריכונים מאורז מ	9.9
אסם פתי בר אצבעות שו	12.9
אסם פתי בר ללא גלוטן	15.5
אסם פתי בר פינוקי ונ	12.9
אסם פתי בר קלאסי 500	11.9
אסם פתיבר שוקו 500גר	16.5
אסם פתיתים אפויים או	7.9
אסם פתיתים אפויים כו	7.9
אסם פתיתים אפויים קו	7.9
אסם ציפס גלי 45גרם	5.2
אסם ציפס גלי עגבניות	5.2
אסם ציפס פלפל צילי 4	5.2
אסם ציפס קלאסי 150גר	12.5
אסם ציפס קלאסי 45גרם	5.2
אסם קוסקוס אמיתי 350	8.7
אסם קוסקוס דק 350גרם	9.3
אסם קטשופ בקבוק לחיץ	11.9
אסם קטשופ חריף 750גר	17.9
אסם קטשופ מופחת סוכר	11.9
אסם קרוטונים אפויים	17.5
אסם קרוטונים מתובלים	17.9
אסם קרם קרקר 250גרם	9.9
אסם קרמוגית במילוי ש	14.5
אסם קרמוגית קראנץ שו	14.5
אסם קרמוגית קרמל מלו	14.5
אסם קרקר זהב 150גרם	7.9
אסם קרקר קלאסי 250גר	12.2
אסם קרקר שומשום 250ג	11.2
אסם רוטב אלף האיים ל	15.9
אסם רוטב אסיאתי למוק	22.9
אסם רוטב ברביקיו 290	17.9
אסם רוטב טריאקי 290מ	17.9
אסם רוטב פיצה 290מל	17.9
אסם רוטב קיסר לסלט 2	15.9
אסם רוטב שום לייט לס	15.9
אסם רוטב שום לסלט 29	15.9
אסם שקדי מרק רכיבים	11.9
אספרגוס ירוק	39.9
אספרגוס לבן שלם ויליגר 330 גרם	10.9
אספרגוס שלם בצנצנת 3	13.5
"אפונה 720 מ""ל SPILVA"	14.9
אפונה וגזר	12.9
אפונה ירוקה אורגנית 500 גרם	13.9
אפונה מתוקה בתרמיל	28.9
אפונה סוגת 500 גרם	7.5
אפונה עדינה סנפרוסט	19.9
אפונה קטנה	12.5
אפונה קטנה OZ6 שלשות יכין	19.9
אפונת גינה 800 גרם ס	17.9
אפונת גינה טעם הטבע	9.0
אפונת גינה יכין 550ג	12.9
אפטר שייב ניוואה פרש100מ	54.9
אפיכל סירופ בטעם מיי	23.9
אפקטיב קר לגבר 3ב1 7	19.9
אפקטיב קר תרחיץ פנים	25.9
אפרופו 100גרם	11.2
אפרופו 50גרם	5.5
אפרופו איטלקי 50גרם	5.5
אפרופו טיובס טבעות ב	5.5
אפרסק חצאים 820 גרם	14.2
אצבעות גבינה עמק 172	19.9
אצבעות שניצל ילדודס	43.5
אצבעות שניצל ציפוי ש	43.9
אצות וואקמה 40 גרם ר	12.5
אצות נורי בלו 10 דף	13.5
אצות נורי סילוור 10	12.9
אציטון 100 גר	5.5
"אציטון 100 מ""ל"	4.9
"אציטון לה בל 100 מ""ל"	4.9
אקדח בועות סבון-מיני	19.9
אקווה פרש  משחת שיניים לשיני חלב 0-5	12.9
אקווה פרש לגילאי 6-8 שנים	12.9
אקונומיקה 4 ליטר טאצ	10.9
אקונומיקה bleach מבושמת 4 ליטר	11.9
אקונומיקה סנו JAVEL	9.5
אקונומיקה סנו ז'אוול אילינג 4 ליטר	16.9
אקונומיקה סנו ז'אוול פריחה לבנה 4 ליטר	16.9
אקופרנד נוזל רצפות4 ליטר	29.9
אקטיביה  3% 200גרם	4.8
אקטימל תות 16 יח'	39.0
"אקיטה רוטב סויה ללא גלוטן 450 מ""ל"	18.9
אקס גל רחצה אפולו לגבר 400 מל	17.9
אקס גל רחצה בלאק 400	17.9
אקס דאו ספריי * אנרכ	17.9
אקס דאו ספריי אנרכי	17.9
אקס דאו ספריי גוף אפ	17.9
אקס דאו ספריי* שוקול	17.9
אקס דאו.ספריי גולד 150מל	21.9
אקס ספרי גוף אפיק פר	17.9
אקס ספריי גוף פרימיו	22.9
"אקס ספריי פרפל פצולי 150 מ""ל"	22.9
אקס תחליב רחצה אייס	17.9
"אקסטרא ווטר אפרסק 400 מ""ל פריניב"	7.5
אקסטרה טורטיה ציפס ב	8.9
אקסטרה טורטיה ציפס מ	8.9
אקסטרה טורטיה ציפס ע	8.9
אקסטרה ציפס אורז חום	7.9
ארבע גבינות מגורד 300 גרם	22.9
ארבע מטליות מיקורופייבר סנו סושי	28.9
ארוחה בקטנה לאבנה עם	9.7
ארוחה בקטנה ציזיקי עם קרקרים 150 גרם	9.7
ארוחה-תאי צ'יקן נודלס 380 גרם.	36.9
ארוחת נודלס בטעם ירק	5.8
ארוחת נודלס בטעם עוף	5.8
ארוחת פסטה עם רוטב גבינה	8.9
ארטיזנל לחם מחמצת חי	19.9
ארטיזנל לחם מחמצת כו	19.9
ארטישוק בגריל 280 גרם TERRE	21.9
אריאל אבקת כביסה שוש	25.9
אריאל ג'ל קולור 1.75	39.9
אריאל קפסולות 23 יח	38.9
אריאל קפסולות ג'ל קו	31.9
אריאל קפסולות לכביסה בניחוח לנור 41 יח'	59.9
אריאל קפסולות לכביסה כתמים קשים 41 יח'	65.9
אריאל קפסולות לכביסה שמירה על הבד 41 יח'	65.9
"אריזונה אוכמניות 450 מ""ל"	7.9
אריזונה אפרסק 450 מל	7.9
אריזונה בטעם אוכמניו	13.9
אריזונה גינסנג ודבש	7.9
"אריזונה רימונים 450 מ""ל"	7.9
אריזת חיסכון פילה ברווז מיובש 500 גרם צ'אנקיז	59.9
אריסה	19.9
אריסה חריפה 250 גרם	17.9
אריסה חריפה אוליביה 180 גרם	15.9
אריסה מרוקאית ביטון	20.9
אריסה של רומיה 250 גר	11.4
ארל גריי דיקפ 50 גר' (25 שקיקים)	25.9
ארלה גבינת שמנת טבעי	13.9
ארלה גבינת שמנת עשבי	13.9
ארלה גבינת שמנת שום	13.9
באגט צרפתי עם חמאת שום 350גרם - מוקפא	18.5
באגט רוסטיק פילסברי	8.9
באדוויזר לאגר פחית 500מל	9.2
באזז קוקטייל מוחיטו	37.9
באזז קוקטיילים קוסמופוליטן	37.9
באטונציק 43 גר רושן	6.9
באלי לבן 40 גר	133.9
באלי נטוראל 40 גר	133.9
באן אסאדו דים סאם 18	32.9
בארכה בקטנה מאגדת ונ	15.9
בארכה טחינה 100% שומ	16.3
בארכה טחינה מעודנת 3	14.3
בארכה טחינה עם שומשו	21.9
בארכה טחינה שומשום מ	21.9
בארכה מיקס פינוקיות	18.5
"בדין אקסטרא לוקשרי 960 מ""ל"	16.9
"בדין אקסטרא פלוס בייבי ורוד 960 מ""ל"	16.9
"בדין אקסטרא פלוס יערת הדבש 960 מ""ל"	16.9
בדין אקסטרא פלוס ניח	16.9
בדין אקסטרא פלוס צהו	16.9
בדין אקסטרה מרכך מרו	16.9
בדין אקסטרה פלוס זר	16.9
בדין גל לכביסה כחול	38.5
בדין דפי מרכך כחול 4	22.5
בדין דפים למייבש כבי	22.5
בדין מרכך כביסה ורוד	24.9
בדין מרכך כביסה כחול	24.9
בדין מרכך כביסה לבן	24.9
בדין מרכך כביסה סגול	24.9
בדין תרסיס למייבש כב	24.9
בוטן קליפה קלוי 350 גרם ששון הקלה	10.0
בוטנים אמריקאיים מצופים 350 גר ששון הקלה	10.0
בוטנים מטוגנים 185 גרם בקופסא.	11.5
בוטנים קלויים קליית	11.5
בולגרית 16% פיראוס במרקם מעודן	23.9
"בולגרית 24% ק""ג מעדנייה."	59.0
"בולגרית 24% שומן פח תנובה ק""ג."	78.0
בולגרית גביע 5%	28.9
בולגרית למריחה 5% טבעי 200 גרם.	22.2
בולגרית מסורתית 5% 2	23.9
בולגרית מעודנת 24% פ	25.9
בולגרית מעודנת 5%  2	28.9
"בולגרית מעודנת 5% ק""ג."	59.0
בונב.רושה קונוס 212	56.9
בונבוניירה אצבעות שוקולד מוצרט 200 גרם	26.9
בונבוניירה טופיפי שו	11.0
בונבוניירה לינדור 60	39.9
בונבוניירה לינדור מי	39.9
בונבוניירה לינדור סט	39.9
בונבוניירה לינדור קו	39.9
בונבוניירה מוצארט 200 גרם Mozartkugeln	25.9
בונבוניירה מרסי 250	22.9
בונבוניירה מרסי 400 גרם	49.9
בונבוניירה מרסי חלב 250 גרם	22.9
בונבוניירה מרסי קריספי 250 גרם	22.9
בונבוניירה קוטדור בושה 200 גרם	28.9
בונבוניירה רושן דובדבן בליקר דובדבן 155	28.9
בונבוניירה רושר 300	66.3
בונבוניירה רושר אריז	34.9
בונבוניירה רפאלו 150	21.9
בונבוניירה שוטרס רום ליקר 150 גר	28.9
בונומלי - חליטת קמומ	18.9
"בונזו בשר 3 ק""ג"	53.9
בוראטה 28% גד 125 גר	24.5
"בורגול סוגת 1 ק""ג"	12.9
בורגול סוגת 500 גרם	6.9
בורטה	33.9
בורקס גבינה מעדנות 8	24.5
בורקס יפו גבינה 4יח*	24.9
"בורקס יפו תפו""א מעדנות 4*150 גרם"	24.9
בורקס פילו גבינה.	24.9
בורקס פילו צרפתי שגב.	24.9
"בורקס תפו""א מעדנות 8"	24.9
בורקס תפוחי אדמה	22.9
"בושם מרוכז לכביסה FOREVER ורוד 600 מ""ל"	26.9
"בושם מרוכז לכביסה FOREVER כחול 600 מ""ל"	26.9
"בושם מרוכז לכביסה FOREVERבורדו 600 מ""ל"	26.9
בטיסט שמפו פריחהאביב200מ	29.9
בי פט פטה סלמון לחתו	5.9
בי פט פטה עוף לחתול	5.9
ביונד מיט טחון 250 ג	39.9
ביונד מיט נאגטס 200	39.9
בייבי בל 100גרם  5 י	22.9
בייבי גאודה שום 280 גרם	48.9
בייבי מוצרלה 140גר	15.7
בייגל גדול גדול ללא מלח 400 גרם	20.9
בייגל גריסיני קראנץ מלח 175 גרם	11.9
בייגל גריסיני קראנץ פינוקים 175 גרם	11.9
בייגל מקלות גריסיני שומשום	11.9
