item_name	itemprice
אובלטים קימל 225 גרם	13.0
אובלטים שומשום 225 גרם	13.0
אוזני פיל פילסברי	35.0
אוטלי משקה שיבולת שו	17.0
אול אין חטיף חלבו בט	14.0
אול אין חטיף חלבון ד	14.0
אול אין חטיף חלבון ש	14.0
אולדייז פלקסיטייל סינגל פק	16.0
אולוויז  68 יחידות מגה פק	19.1
אולוויז  80 יחידות מגה פק	19.1
אולוויז לילה 18 יח	19.1
אולוויז מגה פק לארג' פרש 64יח'	19.1
אולוויז מגה פק נורמל פרש 76יח'	19.1
אולוויז מגני תחתון ל	19.1
אולוויז מגני תחתון נ	19.1
אולוויז פלטינום לילה 16י	19.1
אולוויז תחבושות פלטי	19.1
אולווייז דואו לונג 24יח	19.1
אולווייז דואו נורמל28+יח	19.1
אולטרא פט מעדן ברווז	5.9
אולטרסול סטיק לפנים	54.9
אולטרסול קידס ספריי	64.9
"אולטרסול תחליב 250 מ""ל 50+"	64.9
"אולטרסול תחליבי קידס 250 מ""ל 50"	64.9
אונטריב טרי	84.9
אוסובוקו עגל טרי	69.9
"אוקסיג'ן מסיר כתמים צבעוני אבקה 1.4 ק""ג"	29.9
אוראו וניל 176 גרם ב	11.9
אורביט פרופשיונל ספי	11.0
אורביט פרופשיונל פפר	11.0
אורביט פרפשיונל  מינטס פירות יער	10.0
אורביט רפרשרס אבטיח	13.0
אורביטול מי-פה	16.9
"אורביטול קיד מי פה בוב ספוג 250 מ""ל"	9.9
אורביטול שלישיה	15.9
אורגנו 30 גרם	6.0
אורז אדום סוגת  500	7.9
"אורז בסמטי 1 ק""ג שקדיה"	10.9
אורז בסמטי טילדה 1	14.9
"אורז בסמטי מובחר 5 ק""ג"	60.4
אורז בסמטי מובחר דאו	14.0
אורז בסמטי מלא סוגת	15.0
אורז בסמטי קלאסי סוג	14.9
אורז בסמטי קשמיר יוח	10.9
"אורז יסמין 5 ק""ג"	50.3
"אורז יסמין סוגת 1 ק"""	11.9
אורז מיקס סוגת  500	7.9
אורז מלא אחד אחד סוג	8.0
"אורז סושי 1 ק""ג סוגת"	10.9
"אורז עגול 5 ק""ג"	51.9
"אורז פרסי DAAWAT 1 ק""ג"	9.9
אורז פרסי אחד אחד סו	11.9
"אורז פרסי בראל 1 ק""ג"	9.0
אורז פרסי יוחננוף 1	8.9
אורז ריזוטו סוגת 500	7.9
אורז ריזוטו עגול סוג	12.0
"אורז תאילנדי 1 ק""ג"	8.0
אורל בי משחת שיניים לובן מהודר	20.1
אטב אחיזה רחבה בעיצוב איטלקי הוסטס 36 יח	13.0
אטבי כביסה 30 יחידות	8.9
אטבי כביסה סיליקון 1	7.9
אטריות אורז דקות 454	9.9
אטריות אורז רחבות מא	9.9
אטריות אסם רחבות 400ג'	6.9
אטריות ביצים 454 גרם	9.9
אטריות דקות REGGIA	8.0
אטריות טריות דקות מז	7.0
אטריות טריות עבות מז	7.0
אטריות ללא גלוטן ברי	18.1
אטריות מקרוני עם גבי	11.0
אטריות נאמה אודון 20	7.0
אטריות נודלס דקות לה	3.9
אטריות נודלס רחבות ל	3.9
אטריות עגולות עבות REGGIA	8.0
אטריות עם כוסמת 454 גרם	9.9
אטריות צבעוניות לקיש	12.6
אטריות ראמן ללא גלוטן אורז מלא בטעם עוף להכנה מהירה 55 גרם	13.0
אטריות ראמן ללא גלוטן אורז מלא בטעם תירס להכנה מהירה	13.0
איגלו סטיקס כרמית 80	5.9
איולי  עשבי תיבול	12.9
איולי  פסטו	12.9
איולי עגבניות עללחם	15.0
איולי פלפלים עללחם	15.0
איולי פסטו עללחם	15.0
איולי שום 250 גרם	12.9
איטריות ביצים מס' 8.	9.9
איטריות להקפצה מאסטר שף 350 גרם	9.9
אייס קפוצינו 1 ליטר טרה	13.2
אינדוקציה KH-7 מיוחד לכיריים זכוכית	17.9
אינסטנט פודינג אסם בטעם ריבת חלב	5.5
אינספייר בלנד לבן יב	75.5
איקרה אדומה	13.6
איקרה לבנה/אדומה	45.0
אירגונית אקרילית לבי	19.9
אירוויק מקלות ניחוח	17.0
אל אמ פורוורד חפיסה	40.0
אל גאוצ'ו מילנסה דק	15.0
אל סבון  כיף שקית מילוי+פקק 1 ליטר	7.9
"אל סבון בייבי כיף 750 מ""ל"	14.9
אל סבון יוחננוף מרענ	11.9
אל סבון כיף + משאבה 1ל' מגע כותנה	10.9
אל סבון כיף אוקיינוס 1.4ל' +משאבה	17.9
"אל סבון כיף בוב ספוג 750 מ""ל"	9.9
אל סבון כיף חלב ודבש 1.4ל' +משאבה	17.9
"אל סבון כיף פיות 750 מ""ל אלוורה"	10.9
אל סבון נוזלי ורוד 1	10.0
אל סבון נוזלי ירוק 1	10.0
אל סבון נוזלי כחול 1	10.0
אל סבון סופטקר נוזלי קלאסי 1 ליטר	15.9
אל סבון פמילי 1 ליטר	12.0
אל סבון קטיפתי כיף שקית מילוי+פקק 1 ליטר	7.9
"אל סבון קידס 750 מ""ל חדש"	17.0
"אלביב מרכך דרים לונג לטיפול בקצוות מפוצלים 500 מ""ל"	18.9
"אלביב מרכך הידרה היאלורונית 500 מ""ל"	18.9
"אלביב מרכך הידרה פיור מטהר 500 מ""ל"	18.9
"אלביב מרכך מטפח קולור פרוטקט 500 מ""ל"	18.9
"אלביב מרכך שמנים מופלאים להזנה עוצמתית 500 מ""ל"	18.9
"אלביב שמפו הידרה היאלורונית 500 מ""ל"	18.9
"אלביב שמפו מטפח קולור פרוטקט  500 מ""ל"	18.9
"אלביב שמפו שמנים מופלאים להזנה עוצמתית 500 מ""ל"	18.9
אלוויר חמאה נורמנדי 200 גר	20.9
אלוויר חמאה נורמנדי מלוחה 200 גרם	20.9
אלמנדוס ספרדי קליית	9.0
אלסבון לתינוק סופטקר 1 ליטר	15.9
אלסבון קמיל בלו סנסטיב 1 ליטר	33.2
אלפרו בריסטה שקדים	15.0
אלפרו משקה שיבולת שו	15.0
אלפרו משקה שקדים ללס	13.9
אלפרו סויה לבישול 14	10.0
אלפרו.משקה שיבולת שו	15.0
אלתית ורודה במי מלח	9.9
אם אנד אם בוטנים 45	5.7
אם אנד אם שוקולד 45	5.7
אמזון רוטב חריף אדום	9.9
אמיצלי גלילי וופל 15	19.9
אמירים רזרב קברנה 75	22.1
אמפנדס מאפה במילוי בשר 330 גרם	24.9
אנגל כוסמין וחיטה מל	16.9
אנדיב בלגי אמיתי חוו	14.9
אנטי קאלק למכונות קפה	18.9
אנטי קאלק ניקוי רב שימושי	17.9
אנטריקוט בורגר 880 ג	59.9
אנטריקוט דק מחפוד 30	30.2
אנטריקוט דקדק	19.1
אנטריקוט טרי דק פרימ	179.9
אנטריקוט טרי לתנור	99.9
אנטריקוט טרי פרימיום	179.9
אננס 500 גרם	14.9
אננס חתוך וילי פוד 2	4.5
אננס חתוך תומר 430גר	9.9
אנרגי מאגדת מצופה טע	13.9
אנרגי מאגדת תחתית חל	13.9
אנרגי מאגדת תחתית שוקולד לבן 144 גר	13.0
אנרגי פריכיות חלבון	10.0
אנשובי ארוך 45 גרם	8.9
אנשובי ארוך בצנצנת 78 גרם	14.9
אסאדו טרי ללא עצם	69.9
אסאדו טרי עם  עצם	69.9
אסטוניש אבקת הפלא מסיר כתמים בכביסה	19.9
אסטוניש אמבט הנוסחה המרוכזת	15.0
אסטוניש למטבח ניחוח	15.0
אסטוניש מראות ושמשות הנוסחה המרוכזת	15.0
אסטוניש מרסס פרמיום אר	15.0
אסטוניש מרסס שמשות 7	12.0
אסטוניש פלא של אקונו	15.0
"אסטוניש פרימיום 500 מ""ל"	19.1
אסטוניש פרימיום ג'ל לאסלה	12.9
אסם אבקת רוטב פטריות	4.2
אסם אבקת רוטב צלי לב	4.2
אסם אטריות בינוניות	6.9
אסם אטריות דקות 400ג	6.9
אסם אטריות דקיקות 40	6.9
אסם אטריות קלאסיות 4	6.9
אסם ביגלה שטוח שמשם	8.9
אסם בייגלה טבעות שומ	8.9
אסם בייגלה מקלות מלו	8.9
אסם בייגלה שטוחים עם	8.9
אסם בייגלה שטוחים שו	8.9
אסם בייגלה שמיניות ק	8.9
אסם גלי משמש צבעים ט	6.0
אסם גלי פטל צבעים טב	6.0
אסם זוג מרק נמס פטרי	6.0
אסם חטיפי פריכונים א	9.2
אסם חטיפי פריכונים ט	9.2
אסם חטיפי פריכונים ת	9.2
אסם חטיפי קרקר שמנת	11.0
אסם מיני קרוטונים למ	15.9
אסם מיני קרמוגית שוק	12.9
אסם מרק זך טעם עוף ר	15.0
אסם מרק עוף רכיבים ט	21.9
אסם נודלס אטריות אור	11.0
אסם נודלס אטריות מסו	11.0
אסם ספגטי 500גרם	6.0
אסם עוגיות מיני שוקו	11.9
אסם עוגיות שוקולד זה	9.9
אסם עוגיות שוקוציפס	12.9
אסם פודינג אינסטנט ו	4.9
אסם פודינג אינסטנט ש	5.5
אסם פודינג בטעם וניל	4.9
אסם פירורית בטעם ביס	7.2
אסם פירורית מתובל 20	7.2
אסם פירורית פירורי ל	7.2
אסם פסטה מסולסלים אט	6.0
אסם פסטה צינורות איט	6.0
אסם פסטה קרניים בינו	6.0
אסם פריכונים מאורז מ	8.6
אסם פתי בר פינוקי ונ	11.9
אסם פתי בר קלאסי 500	10.9
אסם פתיבר שוקו 500גר	10.9
אסם פתיתים אפויים או	7.0
אסם פתיתים אפויים כו	7.0
אסם פתיתים אפויים קו	7.0
אסם ציפס ברביקיו 45ג	4.5
אסם ציפס גלי עגבניות	4.5
אסם ציפס פלפל צילי 4	4.5
אסם ציפס קלאסי 45גרם	4.5
אסם קוסקוס אמיתי 350	8.0
אסם קוסקוס דק 350גרם	8.0
אסם קטשופ בקבוק לחיץ	10.9
אסם קטשופ חריף 750גר	14.9
אסם קטשופ מופחת סוכר	10.9
אסם קרוטונים אפויים	12.9
אסם קרוטונים מתובלים	14.9
אסם קריספי טאפאס כפרי	11.9
אסם קרם קרקר 250גרם	9.0
אסם קרמוגית במילוי ק	12.9
אסם קרמוגית במילוי ש	12.9
אסם קרמוגית קראנץ קר	12.9
אסם קרמוגית קרמל מלו	12.9
אסם קרקר זהב 150גרם	7.0
אסם קרקר קלאסי 250גר	10.0
אסם קרקר שומשום 250ג	9.0
אסם רוטב אלף האיים ל	8.9
אסם רוטב אסיאתי למוק	15.9
אסם רוטב ברביקיו 290	11.9
אסם רוטב ויניגרט לסל	8.9
אסם רוטב טריאקי 290מ	11.9
אסם רוטב פיצה 290מל	11.9
אסם רוטב קיסר לסלט 2	8.9
אסם רוטב שום לייט לס	8.9
אסם רוטב שום לסלט 29	8.9
אסם שקדי מרק רכיבים	10.9
אספרגוס א.אדמה	29.9
אספרגוס שלם בצנצנת 3	11.0
אפונה יוחננוף 800 גר	10.9
אפונה מתוקה בתרמיל	22.1
אפונה סוגת 500 גרם	6.0
אפונה עדינה סנפרוסט	17.9
אפונת גינה 550 גרם	6.9
אפונת גינה 800 גרם	10.9
אפונת גינה 800 גרם ס	16.9
אפונת גינה וגזר  550	6.9
אפונת גינה טעם הטבע	6.9
אפונת גינה יכין 550ג	10.9
אפיכל סירופ בטעם שוק	11.9
אפיפיות בטעם שוקולד	10.5
אפיפית שוקו כשלפ 200	10.5
אפקטיב קר לגבר 3ב1 7	18.1
"אפקטיב קר קרם לחות רב שימושי קולגן פרו 200 מ""ל"	30.2
אפקטיב קרם ידיים וציפורניים Intensive relief לעור יבש ומגורה	16.0
אפרופו 100גרם	8.0
אפרופו 50גרם	4.5
אפרופו איטלקי 50גרם	4.5
אפרופו טיובס חמוץ חר	4.5
אצבעות גבינה עמק 172	19.0
אצבעות פקאן ללא תוספת סוכר	23.9
אצבעות שוקולד וניל	70.0
אצבעות שניצל ילדודס	37.9
אצבעות שניצל ציפוי ש	40.2
אצות נורי בלו 10 דף	9.9
אציטון 100 גר	4.9
אקווה פרש 125 מל' אק	8.9
אקונומיקה מבושמת יוח	9.9
אקונומיקה סמיכה יוחנ	9.9
אקונומיקה סנו JAVEL	8.9
אקונומיקה סנו ז'אוול פריחה לבנה 4 ליטר	16.9
אקטיביה  3% 200גרם	4.5
אקטימל פלוס בטעם תות דובדבן שמינייה	20.0
אקטימל תות 16 יח'	34.9
אקס גל רחצה בלאק 400	13.8
אקס דאו ספריי  אקסיי	15.0
אקס דאו ספריי אדרנלי	15.0
אקס דאו ספריי אייס צ	15.0
אקס דאו ספריי אנרכי	15.0
אקס דאו ספריי ווילד	15.0
אקס דאו ספריי* שוקול	15.0
אקס דאו.ספריי גולד 150מל	18.1
"אקס ספריי פרפל פצולי 150 מ""ל"	18.1
אקסטרה טורטיה ציפס ב	9.0
אקסטרה טורטיה ציפס מ	9.0
ארבע גבינות מגורד 300 גרם	19.9
ארגונית אקרילית 9*21	17.9
ארגונית אקרילית עם י	13.9
ארוחה בקטנה ציזיקי עם קרקרים 150 גרם	8.0
ארוחת נודלס בטעם סינ	4.9
ארוחת נודלס בטעם עוף	4.9
ארטיזנל לחם מחמצת חי	18.9
ארטיזנל לחם מחמצת כו	19.9
ארטיזנל לחם מחמצת כפ	18.9
ארטישוק ירושלמי יח'	13.9
"אריאל 5 ק""ג"	40.2
אריאל קפסולות 23 יח	35.2
אריאל קפסולות לכביסה שמירה על הבד 41 יח'	60.4
אריאל שושן צחור 4.5	40.2
אריזות ואקום לאחסון סנו סושי	24.9
אריסה חריפה אוליביה 180 גרם	14.6
אריסה מרוקאית ביטון	15.9
אריסה של רומיה 250 גר	10.0
ארלה גבינת שמנת טבעי	12.9
ארלה גבינת שמנת עשבי	12.9
ארלה גבינת שמנת שום	12.9
באבום חטיף בוטנים יו	8.9
באגט טרי פילסברי	5.8
באגט רוסטיק פילסברי	9.5
באגט רוסטיק קמח מלא	9.5
באונטי מאגדת חמישיות	15.9
באזז קוקטייל מוחיטו	35.2
באן אסאדו דים סאם 18	29.9
באן מאפה מאודה 200 ג	15.0
בארכה טחינה 100% שומ	16.0
בארכה טחינה עם שומשו	17.0
בארכה מיקס פינוקיות	13.0
בארכה מיקס פינוקיות חלבה ללא תוספת סוכר	13.0
בדי בדיקה 20 יח'	7.9
"בדין אקסטרא לאג'ן 960 מ""ל"	16.9
"בדין אקסטרא לוקשרי 960 מ""ל"	16.9
"בדין אקסטרא פלוס בייבי ורוד 960 מ""ל"	16.9
"בדין אקסטרא פלוס יערת הדבש 960 מ""ל"	16.9
בדין אקסטרא פלוס ניח	16.9
בדין אקסטרא פלוס צהו	16.9
"בדין אקסטרא רויאל 960 מ""ל"	16.9
בדין אקסטרה מרכך מרו	16.9
בדין אקסטרה פלוס זר	16.9
בדין דפים למייבש כבי	18.1
בדין מרכך כביסה ורוד	24.9
בדין מרכך כביסה כחול	24.9
בדין ת. למייבש בייבי	18.1
בובה בבועה	14.9
בובת פופ	39.0
בוטנים מטוגנים קליית	8.0
בוטנים קלויים קליית	8.0
בולגרית  בכר 5%	76.0
בולגרית 16% פיראוס במרקם מעודן	24.5
בולגרית מסורתית 16%	55.0
בולגרית מסורתית 5%	52.0
בולגרית מסורתית 5% משקל	66.0
בולגרית מעודנת 16%	66.0
בולגרית מעודנת 24% במשקל	66.0
בולגרית מעודנת 24% פ	24.5
בולגרית מעודנת 5%	45.0
בולגרית פיראוס 24% ש	29.6
בונבוניירה טופיפי שו	14.0
בונבוניירה לינדור 60	39.9
בונבוניירה לינדור קו	39.9
בונבוניירה מרסי 250	28.9
בונבוניירה מרסי 400 גרם	45.3
בונבוניירה מרסי מריר 250 גרם	28.9
בונבוניירה מרסי קריספי 250 גרם	28.9
בונבוניירה רושר 300	50.9
בונבוניירה רושר אריז	29.5
בונבוניירה רפאלו 150	21.5
בונדוק טבעי	89.0
"בונזו בשר מחולק 10.2ק""ג"	129.9
בוסט ג'ינג'ר לימון ו	7.0
בוצ'ר	29.9
בוצ'ר בלוק 33*20*1.5	29.9
בוראטה 28% גד 125 גר	19.1
בוראטה גבינת מוצרלה	20.1
"בורגול סוגת 1 ק""ג"	9.0
בורגול סוגת 500 גרם	7.0
בורי טרי	54.9
בורקס גבינה	17.0
בורקס גבינה 700 גרם	13.0
בורקס גבינה זוגלובק	16.0
בורקס גבינה מעדנות 8	22.9
בורקס גבינה ציפור הש	18.1
בורקס גבינה שחף 800	13.0
בורקס יפו גבינה 4יח*	19.1
"בורקס יפו תפו""א מעדנות 4*150 גרם"	17.0
בורקס פילו אצבעות בולגרית.	17.0
בורקס פילו אצבעות גבינה.	17.0
בורקס פילו גבינה וזיתים.	17.0
בורקס פילו תפוח אדמה.	17.0
בורקס פיצה ללא גלוטן 500 גרם	21.9
"בורקס תפו""א 700 גרם"	12.0
"בורקס תפו""א מעדנות 8"	21.9
"בורקס תפו""א ציפור הש"	15.0
בורקס תפוא זוגלובק 8	15.0
בורקס תפוחי אדמה	17.0
"בושם מרוכז לכביסה FOREVER ורוד 600 מ""ל"	19.9
בזיליקום יח'	4.9
בזיליקום שקית 30 גרם	6.0
ביג קנקרס נקניקיות ב	29.9
בידורית קרקוי כולל מ	49.9
בייבי בטטה	5.9
בייבי בל 100גרם  5 י	23.0
בייבי ברוקולי	16.9
בייבי ברוקולי יח'	13.9
בייבי מוצרלה 150 גרם	12.5
בייבי מוצרלה 18% שומ	85.0
בייבי קרם נגד גירויי	9.9
בייביסיטר מגבוני מים	15.9
בייגל גדול גדול ללא מלח 400 גרם	14.0
בייגל גריסיני קראנץ מלח 175 גרם	12.0
בייגל גריסיני קראנץ פינוקים 175 גרם	12.0
בייגל מקלות גריסיני שומשום	12.0
בייגל ניו יורק מאפית	5.9
בייגל סמאש שבורים בטעם דבש ,חרדל ובצל 300 גרם	9.9
בייגל שטוחלה מלח 330 גרם	11.0
בייגל שטוחלה ניגובים מלח	11.0
בייגל שטוחלה פינוקים 300 גרם	11.0
בייגל שטוחלה שומשום 300 גרם	11.0
בייגלה אסם טבעות מלח 400ג'	8.9
בייגלה אסם רשתות מלח	12.0
בייגלה אסם שטוחים עם מלח	3.2
בייגלה אסם שמיניות במליחות מעודנת 400ג'	8.9
בייגלה אסם שמיניות קטנות 80 ג'	3.2
בייגלה אצבעות שומשום 300 גרם.	11.0
בייגלה ארוך ארוך 150	6.0
בייגלה בתוספת שומשום	11.0
בייגלה דג דג מלוח 25	11.0
בייגלה דקים דקים שומשום קלאסי 300 גרם	10.0
בייגלה דקים עם מלח 3	10.0
בייגלה דקים שמנת בצל	10.0
בייגלה מאפית	5.2
בייגלה מצופה שוקולד חלב	5.5
בייגלה מקלות 400 גרם	10.0
בייגלה שטוח ודק עם מ	8.9
בייגלה שטוח ודק עם ש	8.9
בייגלה שטוחים כפיות כפרי 300 גרם.	8.9
בייגלה שטוחים כפיות פיזור איטלקי 300 גרם.	8.9
בייגלה שטוחים עם שומשום מליחות מעודת 300 גרם.	8.9
בייגלה שמיניות גדולו	14.0
בייגלה שמיניות מלוחו	10.0
בייגלה שמיניות עם מל	8.9
בימבה ג'וק	49.9
ביסלי בצל 70ג'	4.3
ביסלי ברביקיו 200גרם	7.0
ביסלי ברביקיו 70ג'	4.3
ביסלי גריל 200גרם	7.0
ביסלי גריל 70ג'	4.3
ביסלי חטיף בטעם גריל	13.0
ביסלי כנפיים 60 ג'	4.3
ביסלי פארטי מיקס 150	7.0
ביסלי פיצה 200גרם	7.0
ביסלי פלאפל 200גרם	7.0
ביסלי פלאפל 70ג'	4.3
ביסלי ריבס 60 ג'	4.3
ביסקוויט במילוי קרם	16.9
ביסקוויט חלב עד חצות	17.7
ביסקוויט מיני ממולא קרם שוקולד היט.	8.9
ביסקוויט ממולא קרמל מלוח היט 220 גרם.	10.9
ביסקוויט מצופה שוקול	16.9
ביסקוויט עד חצות אצב	14.5
ביסקויט בטעם קרמל לו	10.9
ביסקויט לוטוס 525 ג'	25.1
ביסקויט עד חצות לבן 200 גרם.	17.7
ביצי הפתעה סופרייז ש	16.0
ביצים 12 יח בינוני	13.0
ביצים 12 יח גדול	14.09
ביצים אורגני 12 יח ב	23.1
ביצים אורגני 12 יח ג	25.1
ביצת הפתעה קינדר בוד	5.5
"ביצת קינדר ג""וי"	5.5
"בירה 1664 בלאנק רביעייה 330 מ""ל פחית"	39.9
בירה איגל חוזר 500 מ	6.1
"בירה איגל חזקה 7.8% 500 מ""ל פחית"	7.6
בירה איגל לאגר פרימיום חזקה 6.3%  500 מל	6.9
בירה אלכסנדר	13.0
בירה אלכסנדר בלונד ב	13.0
בירה בלו מון בקבוק 3	13.0
בירה בנדיקטינר בקבוק	12.0
בירה בנדיקטינר פחית	8.9
בירה גולדסטאר בקבוק	8.0
בירה גולדסטאר לא מסו	9.0
בירה גולדסטאר פחית 5	8.6
בירה גולדסטאר שישייה	36.9
בירה גיימס 0.33 ליטר	13.0
בירה גמס חזקה 8.8% ב	13.0
בירה הייניקן בקבוק ח	10.0
"בירה הייניקן פח 330*6מ""ל"	40.3
בירה הייניקן פחית 50	12.0
בירה הייניקן שישייה	39.9
בירה ואן פור בבקבוק	4.9
בירה וויינשטפן בקבוק	13.0
בירה טובורג בקבוק חו	8.6
בירה טובורג פחית 500	10.0
בירה טובורג רד שישיי	39.9
"בירה לה שוף 330 מ""ל"	15.0
"בירה ליפמנס און דה רוקס 250 מ""ל"	14.0
בירה לף בלונד מארז שישייה	49.9
"בירה לף בראון 6*330 מ""ל"	49.9
"בירה מולר 500 מ""ל"	4.9
"בירה מילר פחית 500 מ""ל"	12.0
בירה מכבי 7.9%  פחית	8.0
בירה מכבי 7.9% בקבוק	7.6
בירה מכבי 7.9% שישיי	37.2
בירה מכבי בקבוק 330	8.1
בירה מכבי בקבוק חוזר	7.6
בירה מלכה הינדי  330	14.0
בירה מרדסו בקבוק 330	14.0
בירה נשר מאלט בקבוק	8.6
בירה נשר מאלט דיאט 5	4.9
בירה פאולנר בקבוק 50	13.0
"בירה פילזנר .בהירה בפחית 500 מ""ל"	8.0
"בירה פילזנר בהירה בפחית אקסטרה 500 מ""ל"	8.0
"בירה צ'סו לא מסונן 568 מ""ל"	10.0
