item_name	itemprice
YUKKI גלידה קרם ברולה פלומביר בכוס 70ג	7.9
ZERO ספרייט 1.5 ליטר	8.4
ZERO פיוז טי אפרסק 1	8.8
ZERO קולה שישייה 1.5 ליטר	45.9
ZINC BETTER פותחן יין מלצרים	16.9
"ZINC כותש שום 5.8*16 ס""מ BETTER"	39.9
ZINC פורס ביצים 9.7*10.5 BETTER	39.9
"א'גקס טריגר מוס מולטי פאוור 500 מ""ל"	17.1
"א'גקס טריגר מוס נגד אבנית 500 מ""ל"	17.1
א'גקס ספריי אמבטיה	17.1
א'גקס ספריי לניקוי כללי	17.1
"א'גקס ספריי עוצמת ה7 טריגר אקונומיקה 500 מ""ל"	17.1
א.פרש מי פה	20.1
א.פרש שלישיה עדין	20.1
אבקה להכנה פלאן בדץ.	9.0
אבקה להכנת משקה בטעם קפה	27.2
אבקה להכנת משקה בטעם קרמל	27.2
אבקה למניעת אבנית 1קג - קלגון	24.9
אבקת אפיה 10 יח'	2.6
אבקת אפייה עשיריות	2.1
אבקת חלבון GO עוגיות	129.9
אבקת חלבון בטעם וניל	141.1
אבקת חלבון בטעם שוקו	141.1
"אבקת כביסה 2.5 ק""ג - קולון 101"	25.2
"אבקת כביסה 8 ק""ג קולון 101"	60.5
"אבקת כביסה מקסימה         2.5 ק""ג"	24.9
"אבקת כביסה מקסימה     2.5 ק""ג מאסק"	24.9
"אבקת כביסה מקסימה 1.25 ק""ג"	16.9
"אבקת כביסה מקסימה 2.5 ק""ג"	24.9
"אבקת כביסה מקסימה 3.250 ק""ג בייבי"	30.2
"אבקת כביסה מקסימה 6 ק""ג"	42.9
"אבקת כביסה מקסימה 6 ק""ג BLACK"	42.9
"אבקת כביסה מקסימה בייבי 1.25 ק""ג"	16.9
אבקת כביסה מקסימה סנ	24.9
"אבקת כביסה מקסימה סנסטיב 1.25 ק""ג"	16.9
"אבקת כביסה מקסימה סנסטיב 6 ק""ג"	42.9
אבקת כביסה קולון 101	20.1
אבקת כביסה קומפקט מק	16.9
אבקת מרק בצל אסם רכיבים טבעיים 400ג'	19.9
אבקת מרק פטריות אסם רכיבים טבעיים 400ג'	19.9
אבקת סוכר 100 גרם	2.6
אבקת סוכר במיכל פיזור	17.1
אבקת סוכר סוויטאנגו	40.3
אבקת קקאו עלית 150 ג	14.9
אבקת קרי	10.0
אבקת שום 88 גרם	30.2
אבקת שוקו סוויטאנגו	39.3
אברקלין ירוק בניחוח מרענן 6ל'	59.9
אברקלין ללא עקבות 6ל'	59.9
אג'קס ורד הבוקר 1 ליטר	15.1
אג'קס חגיגת הפרחים יסמין 1.5 ליטר	22.1
אג'קס לבנדר 1 ליטר	15.1
"אג'קס לשירותים 750 מ""ל מארז זוגות"	30.2
אג'קס פרחים אדום 1.5 ליטר	22.1
אג'קס פרחים אפרסק 1.5 ליטר	22.1
אג'קס פרחים ורוד 1.5 ליטר	22.1
אג'קס פרחים ירוק 1.5 ליטר	22.1
אגו מיקס בייגלה מצופה שוקולד לבן	5.5
אגו מיקס כדורי תירס מצופים שוקולד חלב	5.5
אגוז מוסקט טחון	16.1
אגוז מלך גרוסים 100גרם	10.0
אגוז קשיו קלופים 150 גרם	15.1
אגוזי 45 גרם	4.6
אגוזי מלך 200 גרם בקופסא	15.9
אגוזי מלך גרוסים	11.0
אגוזי מלך קליית גת 1	10.9
אגקס לניקוי חלונות ט	17.1
אדג מכשיר + סכין גיל	65.5
אדממה אורגני 400גרם	11.0
אדממה פולי סויה מוקפאים 450 גרם	7.9
אובלטים אורגניים מקמח חומוס 100 גרם	13.1
אובלטים אורגניים מקמח עדשים אדומות 100 גרם	13.1
אובלטים כוסמין אורגני בתוספת שומשום 100 גרם	12.1
אובלטים קימל 225 גרם	10.0
אובלטים שומשום 225 גרם	10.0
אוולוויז דיסקר תחתונים אלסטיים לארג	35.2
אוולוויז דיסקר תחתונים אלסטיים מדיום	35.2
אוטלי משקה שבולת שוע	16.1
אוטלי משקה שיבולת שו	17.4
אוטן תרסיס דוחה יתושים וחרקים	19.1
אויאן מים 500	8.0
אויאן מים מינרליים 1 ליטר	11.0
אוכמניות כחולות מוקפ	13.1
אול אין ח.חלבון סופט	11.9
אול אין חטיף חלבון ב	11.9
אול אין חטיף חלבון ו	11.9
אול אין חטיף חלבון סופט קרם עוגיות 55ג'	11.9
אול אין חטיף חלבון ק	11.9
אול אין חטיף חלבון ש	11.9
אולדייז פלקסיטייל סינגל פק	17.1
אולוויז  68 יחידות מגה פק	20.1
אולוויז  80 יחידות מגה פק	20.1
אולוויז מגה פק לארג' פרש 64יח'	20.1
אולוויז מגה פק נורמל פרש 76יח'	20.1
אולוויז קואטרו 40 יחידות לילה	40.3
אולוויז קואטרו 48 יחידות לונג +	40.3
אולוויז קואטרו לילה אקסטרה 32 יח'	40.3
אולטרסול 50/200 תרסי	39.9
אולטרסול MAX -75/50 ספורט ג'ל לפנים	29.9
אולטרסול גל אלוורה פורטה	19.9
אולטרסול ספורט מקס ספריי שקוף 50+/200	49.9
"אולטרסול ספריי שקוף 200 מ""ל 30"	39.9
אולטרסול קידס ספריי	39.9
"אולטרסול קרם פנים 50 מ""ל 50+ בייבינטורל"	49.9
"אולטרסול קרם פנים 75 מ""ל 50"	29.9
"אולטרסול קרם פנים 75 מ""ל 50+"	49.9
"אולטרסול קרם פנים קידס 75 מ""ל 30"	29.9
"אולטרסול קרם פנים קידס 75 מ""ל 50"	29.9
"אולטרסול שמן קוקוס 200 מ""ל 20"	39.9
"אולטרסול תחליב 250 מ""ל 30"	39.9
"אולטרסול תחליב 250 מ""ל 50+"	49.9
"אולטרסול תחליבי 250 מ""ל 50"	39.9
"אולטרסול תחליבי קידס 250 מ""ל 50"	39.9
אוקסיג'ן מסיר כתמים 4 ליטר	35.2
אוקסיג'ן מסיר כתמים אבקה לכביסה לבנה 540ג'	17.1
"אוקסיג'ן מסיר כתמים לבן אבקה 1.4 ק""ג"	30.2
"אוקסיג'ן מסיר כתמים צבעוני אבקה 1.4 ק""ג"	30.2
אוראו וניל 176 גרם ב	9.9
אוראל בי חוט דנטלי סאטין	19.1
אורביט פרופשיונל ספי	11.0
אורביט פרופשיונל פפר	11.0
אורביט פרפשיונל  מינטס פירות יער	11.0
אורביט רפרשרס אבטיח	12.1
אורביטול חוט דנטלי משולב עם קיסם בקופסא	10.0
אורביטול מברשת שיניים לתינוקות 0-2 בובה	13.5
אורביטול מי-פה	17.9
אורביטול מי-פה אורטו קר	23.1
אורביטול מי-פה פרוטקטיב סולט	17.9
אורביטול פרו-אקטיב מברשת חשמלית נטענת לבן	100.8
"אורביטול קיד מי פה בוב ספוג 250 מ""ל"	12.9
אורביטול קיד מי פה ג'וניור גילאי 8+	12.9
אורבן שלוקים לחתול בטעם קריל 70 גרם	13.1
אורגנו 60 גרם	16.1
אורגני L/12  ביצים	27.2
אורז אדום סוגת  500	9.0
"אורז בסמטי 1 ק""ג שקדיה"	10.0
אורז בסמטי לבן אורגני 500 גר'-הרדוף	13.1
"אורז בסמטי מאסטר שף 1 ק""ג"	12.1
"אורז בסמטי מובחר 5 ק""ג"	60.5
אורז בסמטי מובחר דאו	15.1
אורז בסמטי מלא סוגת	15.1
אורז בסמטי קלאסי סוג	15.1
"אורז יסמין 5 ק""ג"	50.4
"אורז יסמין 5 ק""ג שקית בד"	39.9
"אורז יסמין מאסטר שף 1 ק""ג"	11.0
"אורז יסמין סוגת 1 ק"""	10.9
"אורז יסמין פרימיום 1ק""ג"	13.9
אורז לסושי	15.1
אורז לסושי WOK	11.0
אורז מיקס סוגת  500	9.0
אורז מלא אחד אחד סוג	9.0
"אורז עגול 5 ק""ג"	52.5
"אורז עגול לסושי 1 ק""ג מאסטר שף"	12.1
אורז עם עדשים	28.2
"אורז פרסי DAAWAT 1 ק""ג"	9.9
אורז פרסי אחד אחד סו	11.9
"אורז ריזוטו  ארבוריו 1 ק""ג GALLO RISO"	21.9
אורז ריזוטו סוגת 500	9.0
אורז ריזוטו עגול סוג	12.0
אורל בי משחת שיניים אורגינל	18.1
אורל בי משחת שיניים לובן מהודר	20.1
אטבי סיליקון איכותיים	6.0
אטבים איכותיים אלפא	9.0
אטריות אודון מוכנות 200 גרם	7.0
"אטריות אורז 400 ג""ר"	11.0
אטריות אורז דקות 300	10.0
אטריות אורז רחבות מא	10.0
אטריות אסם רחבות 400ג'	8.6
אטריות ביצים 450 גרם	11.0
"אטריות ביצים 454 ג""ר."	9.0
אטריות ביצים נודלס להקפצה 200 גרם.	5.0
אטריות בצורת מקלונים ללא גלוטן 340 גר' GFREE	13.9
אטריות דקות 400 גרם	3.9
אטריות דקות REGGIA	8.0
אטריות דקיקות 400 גרם	3.9
אטריות כוסמין ביצים	16.1
אטריות ללא גלוטן ברי	16.9
אטריות מוכנות להקפצה 200 גרם	7.0
אטריות נודלס להקפצה 400 גרם.	8.0
"אטריות עגבניות 454 ג""ר."	9.0
אטריות עגולות עבות REGGIA	8.0
אטריות ראמן ללא גלוטן אורז מלא בטעם בקר להכנה מהירה 55 גרם	13.9
אטריות ראמן ללא גלוטן אורז מלא בטעם ירקות להכנה מהירה	13.9
אטריות ראמן ללא גלוטן אורז מלא בטעם עוף להכנה מהירה 55 גרם	13.9
אטריות ראמן ללא גלוטן אורז מלא בטעם תירס להכנה מהירה	13.9
אטריות ראמן מוכנות 180 גרם	2.9
אטריות שעועית סיניות	4.9
"אטריות תרד 454 ג""ר."	9.0
איגלו סטיקס כרמית 80	5.5
איולי עגבניות עללחם	14.1
איולי פלפלים עללחם	14.1
איולי פסטו עללחם	14.1
איולי שום לימון עללחם	14.1
איטריות 360 גרם דקות.	5.0
איטריות 360 גרם דקיקות.	5.0
איטריות אורז דקות 400 גרם	10.0
איטריות ביצים ברצועות רחבות 500 גרם.	12.1
איטריות ביצים דקיקות 500 גרם	14.1
איטריות ביצים מס' 10.	9.0
איטריות ביצים מס' 14.	9.0
איטריות ביצים מס' 8.	9.0
איטריות ביצים פפרדלה 400 גר'	15.1
איטריות ביצים רצועות 500 גרם.	12.1
איטריות דקות מאסטר שף 400 גרם	6.0
איטריות ורמיצ'לי,איטריות ביצים דקות במיוחד 500 גרם.	12.1
איטריות להקפצה מאסטר שף 350 גרם	10.0
איטריות שעועית מאסטר שף 300 גרם.	10.0
אייס לי שלוקים 8 יח'	5.0
אייס קפוצינו 1 ליטר טרה	12.8
אינדוקציה KH-7 מיוחד לכיריים זכוכית	25.2
אינטואישן סנסטיב נשי	29.9
אינסטנט פודינג אסם בטעם וניל 320ג'	20.1
אינסטנט פודינג אסם בטעם ריבת חלב	5.8
אינסטנט פודינג אסם פאי גבינה תותים	5.8
איקרה אדומה	14.1
איקרה ביצי דג טרוטונית והרינג 180גרם	17.9
איקרה ביצי דג טרוטונית והרינג עם פורל וסלמון 180גרם	18.2
אירוויק ספריי ניחוח	9.9
אל סבון  כיף שקית מילוי+פקק 1 ליטר	10.0
"אל סבון אפקטיב קר לידיים מועשר בלבנדר 350 מ""ל"	8.9
"אל סבון אפקטיב קר לידיים מועשר בתה ירוק ויסמין 350 מ""ל"	8.9
"אל סבון ארומטי משאבה-אדום 500 מ""ל"	9.0
"אל סבון ארומטי משאבה-ירוק 500 מ""ל"	9.0
אל סבון בייבי כיף 1 ליטר	20.1
"אל סבון בייבי כיף 750 מ""ל"	18.1
אל סבון הגייני לידיים סנומדיק	10.0
אל סבון ושמפו 2ב1 בייבי פינוק + משאבה	23.9
אל סבון כיף + משאבה 1 ליטר	10.9
אל סבון כיף + משאבה 1ל' מגע כותנה	10.9
אל סבון כיף אבטיח ומנטה 1 ליטר	10.9
אל סבון כיף אוקיינוס 1.4ל' +משאבה	23.1
אל סבון כיף אפרסק ופלפל שחור 1 ליטר	10.9
"אל סבון כיף בוב ספוג 750 מ""ל"	15.1
אל סבון כיף חלב ודבש 1.4ל' +משאבה	23.1
אל סבון כיף מועשר בשמנים מארז שלישייה	17.9
"אל סבון כיף פיות 750 מ""ל אלוורה"	15.1
אל סבון כיף קטיפתי מארז שלישייה	17.9
אל סבון כיף תאנה ותה ירוק 1 ליטר	10.9
אל סבון כיף+משאבה 1 ליטר	10.9
אל סבון סופטקר נוזלי קלאסי 1 ליטר	19.1
אל סבון פמילי 1 ליטר	10.0
אל סבון פמילי פריחת הדובדבן 1ליטר	10.0
אל סבון קטיפתי כיף שקית מילוי+פקק 1 ליטר	10.0
"אל סבון קידס 750 מ""ל חדש"	17.1
אל סבון קמומיל 500 גרם	20.1
"אל-סבון ג'ונסון בייבי אמבט 750 מ""ל+משאבה"	23.1
"אל-סבון ג'ונסון בייבי לפני שינה 750 מ""ל+משאבה"	23.1
"אל-סבון ג'ונסון בייבי לרחצה עדינה 750 מ""ל+משאבה"	23.1
אל-סבון קמיל לפני השינה 2 ליטר	40.3
אלביב מסכה דרים לונג	34.9
"אלביב מסכה הזנה לשיער ויו 300 מ""ל"	34.9
"אלביב מסכה היאלורונית 300 מ""ל LOREAL"	34.9
"אלביב מרכך גליקוליק גלוס לוכד ברק 500 מ""ל"	18.9
"אלביב מרכך דרים לונג לטיפול בקצוות מפוצלים 500 מ""ל"	18.9
"אלביב מרכך הידרה היאלורונית 500 מ""ל"	18.9
"אלביב מרכך הידרה פיור מטהר 500 מ""ל"	18.9
"אלביב מרכך מטפח קולור פרוטקט 500 מ""ל"	18.9
"אלביב מרכך פול רזיסט לחיזוק סיב השערה 400 מ""ל"	18.9
"אלביב מרכך שמנים מופלאים להזנה עוצמתית 500 מ""ל"	18.9
"אלביב שמפו הידרה היאלורונית 500 מ""ל"	18.9
"אלביב שמפו מטפח קולור פרוטקט  500 מ""ל"	18.9
"אלביב שמפו פול רזיסט מחזק 500 מ""ל"	18.9
"אלביב שמפו שמנים מופלאים להזנה עוצמתית 500 מ""ל"	18.9
"אלכוג'ל 100 מ""ל"	10.0
אלכוג'ל וויפס מגבונים היגיינים לידיים	30.2
אלכוג'ל טבעי 500 מל	25.2
אלכוג'ל פרמה וויפס -מגבונים	20.1
אלכוהול 70%	6.0
"אלמקס מי פה לשטיפה 400 מ""ל"	30.2
אלסבון +שמפו אל דמע 2 ב-1 סופטקר 1 ליטר	19.1
"אלסבון כיף פיות 750 מ""ל אלוורה"	15.1
אלסבון לתינוק סופטקר 1 ליטר	19.1
"אלסבון עדין סופטקר 770 מ""ל"	19.1
אלסבון קמיל בלו אקסטרה סופט  1 ליטר	26.9
"אלסבון קמיל בלו אקסטרה סופט  500 מ""ל"	23.1
אלסבון קמיל בלו סנסטיב 1 ליטר	33.2
אלסבון+שמפו קמיל בלו אקסטרה סופט 1 ליטר	26.9
אלפרו בריסטה שקדים	15.1
אלפרו משקה סויה NOT	15.1
אלפרו משקה שיבולת שו	15.1
אלפרו משקה שקדים ללא	15.0
אלפרו משקה שקדים ללס	11.9
אלפרו סויה לבישול 14	9.0
אלפרו.משקה שיבולת שו	15.0
אם אנד אם בוטנים 45	5.9
אם אנד אם שוקולד 45	5.9
אמזון רוטב חריף אדום	10.0
אמזון רוטב חריף גוסט פפר	10.0
אמזון רוטב חריף הבנרו	10.0
אמזון רוטב חריף צ'יפוטלה	10.0
אמיצלי גלילי וופל 15	14.9
אנטי קאלק למכונות קפה	23.9
אנטי קאלק ניקוי רב שימושי	28.2
אננס חתוך במיץ טבעי 825 גרם	11.0
אננס מוקפא סנפרוסט	13.1
אננס מיובש טבעי 160 ג'	22.9
אננס קפוא 500 גרם	19.9
אנרגי מאגדת מצופה טע	13.1
אנרגי מאגדת תח. פסק	14.1
אנרגי מאגדת תחתית חל	14.1
אנרגי פריכיות חלבון	11.0
אנשובי 45 גרם	9.0
אנשובי ארוך 45 גרם	10.0
אנשובי ארוך בצנצנת 78 גרם	15.1
אנשובי עגול בצנצנת	15.1
אנשובי עם שמן זית 45 גרם	9.0
אנשובי צנצנת 100 גרם	14.1
אסטוניש אבקת הפלא מסיר כתמים בכביסה	19.9
אסטוניש אמבט הנוסחה המרוכזת	15.1
אסטוניש למטבח ניחוח	12.9
אסטוניש מראות ושמשות הנוסחה המרוכזת	15.1
אסטוניש מרסס פרמיום אר	15.1
אסטוניש משחה לניקוי תנורים וגריל	15.1
אסטוניש פלא של אקונו	15.1
"אסטוניש פרימיום 500 מ""ל"	15.9
אסטוניש פרימיום ג'ל לאסלה	9.9
אסטוניש פרימיום משחה	26.9
אסטוניש רסס כבס	19.1
אסם אבקת רוטב פטריות	4.2
אסם אבקת רוטב צלי לב	4.2
אסם אטריות בינוניות	8.6
אסם אטריות דקות 400ג	8.6
אסם אטריות דקיקות 40	8.0
אסם אטריות קלאסיות 4	8.6
אסם ביגלה שטוח שמשם	12.2
אסם בייגלה טבעות שומ	11.9
אסם בייגלה מקלות מלו	11.9
אסם בייגלה שטוחים מצ	13.6
אסם בייגלה שטוחים עם	12.2
אסם בייגלה שטוחים שו	12.2
אסם בייגלה שמיניות ל	10.9
אסם בייגלה שמיניות ק	11.9
אסם גלי משמש צבעים ט	6.0
אסם גלי פטל צבעים טב	6.0
אסם גלי תות שדה צבעי	6.0
אסם זוג מרק נמס אפונ	6.3
אסם זוג מרק נמס ירקו	6.3
אסם זוג מרק נמס פטרי	6.3
אסם חטיפי פריכונים א	9.5
אסם חטיפי פריכונים ט	9.5
אסם חטיפי פריכונים ת	9.5
אסם חטיפי קרקר ביסלי	10.0
אסם חטיפי קרקר שמנת	10.0
אסם טוסטעים 100גרם	11.6
אסם מיני קרמוגית שוק	13.9
אסם מרק זך טעם עוף ר	14.9
אסם מרק עוף רכיבים ט	19.9
אסם נודלס אטריות אור	9.0
אסם נודלס אטריות מסו	9.0
אסם ספגטי 500גרם	6.8
אסם עוגיות מיני שוקו	12.5
אסם עוגיות שוקולד זה	9.9
אסם עוגיות שוקוציפס	13.9
אסם פודינג אינסטנט ו	5.8
אסם פודינג אינסטנט ש	5.8
אסם פודינג בטעם וניל	5.8
אסם פודינג בטעם שוקו	5.8
אסם פירורית בטעם ביס	7.5
אסם פירורית מתובל 20	7.5
אסם פירורית פירורי ל	7.5
אסם פסטה מסולסלים אט	6.8
אסם פסטה צינורות איט	6.8
אסם פסטה קרניים בינו	6.8
אסם פריכונים מאורז מ	9.5
אסם פתי בר ללא גלוטן	9.0
אסם פתי בר פינוקי ונ	12.9
אסם פתי בר קלאסי 500	12.9
אסם פתיתים אפויים או	8.0
אסם פתיתים אפויים כו	8.0
אסם פתיתים אפויים קו	8.0
אסם ציפס ברביקיו 45ג	5.0
אסם ציפס גלי 45גרם	5.0
אסם ציפס גלי עגבניות	5.0
אסם ציפס פלפל צילי 4	5.0
אסם ציפס קלאסי 150גר	12.1
אסם ציפס קלאסי 45גרם	5.0
אסם קוסקוס אמיתי 350	8.0
אסם קוסקוס דק 350גרם	8.0
אסם קטשופ בקבוק לחיץ	9.9
אסם קטשופ מופחת סוכר	9.9
אסם קריספי טאפאס זית	12.1
אסם קריספי טאפאס כפרי	12.1
אסם קרם קרקר 250גרם	9.0
אסם קרמוגית במילוי ק	13.9
אסם קרמוגית במילוי ש	13.9
אסם קרמוגית קראנץ קר	13.9
אסם קרמוגית קראנץ שו	13.9
אסם קרמוגית קרמל מלו	13.9
אסם קרקר זהב 150גרם	7.0
אסם קרקר קלאסי 250גר	10.0
אסם קרקר שומשום 250ג	10.0
אסם רוטב אלף האיים ל	7.9
אסם רוטב אסיאתי למוק	10.9
אסם רוטב בנוסח סצואן	10.9
אסם רוטב ברביקיו 290	7.9
אסם רוטב ויניגרט לסל	7.9
אסם רוטב טריאקי 290מ	7.9
אסם רוטב פיצה 290מל	7.9
אסם רוטב קיסר לסלט 2	7.9
אסם רוטב שום לייט לס	7.9
אסם רוטב שום לסלט 29	7.9
אסם שקדי מרק רכיבים	7.9
אספרגוס במי מלח	12.1
אפונה ירוקה אורגנית 500 גרם	13.1
אפונה סוגת 500 גרם	6.0
אפונה עדינה סנפרוסט	9.9
אפונה קטנה OZ6 שלשות יכין	16.9
אפונת גינה 800 גרם	9.9
אפונת גינה טעם הטבע	8.0
אפונת גינה יכין 550ג	8.9
אפונת גינה פרי הגליל	8.0
אפקטיב קר קרם לחות רב שימושי מועשר בחומצה היאלורונית ללא בישום	24.9
"אפקטיב קר קרם לחות רב שימושי קולגן פרו 200 מ""ל"	24.9
אפקטיב קרם ידיים וציפורניים Intensive relief לעור יבש ומגורה	17.1
אפרופו 50גרם	4.6
אפרופו איטלקי 50גרם	4.6
אפרופו טיובס חמוץ חר	4.6
אפרופו טיובס טבעות ב	4.6
אצבעות פסק זמן במילוי וופל וקרם אגוזי לוז	12.5
אצבעות פסק זמן במילוי וופל וקרם חלב	12.5
אצבעות פסק זמן במילוי וופל וקרם קרמל מלוח	12.5
אצבעות פקאן ללא תוספת סוכר	24.9
אצבעות שניצל ילדודס	30.0
אצבעות שניצל ציפוי ש	39.9
אצות וואקמה 100 גרם	21.1
אצות נורי 10 דף	12.1
"אקווה פרש  משחת שיניים 125 מ""ל עדין"	10.0
אקווה פרש  משחת שיניים לשיני חלב 0-5	11.9
אקווה פרש לגילאי 6-8 שנים	11.9
אקווה פרש מש.שיניים	10.0
אקונומיקה סנו JAVEL	8.1
אקונומיקה סנו ז'אוול אילינג 4 ליטר	17.2
אקונומיקה סנו ז'אוול פריחה לבנה 4 ליטר	17.1
אקונומיקה קצף לניקוי	11.0
אקטיביה  3% 200גרם	4.8
אקטימל פלוס בטעם תות דובדבן שמינייה	20.1
אקטימל תות 16 יח'	34.9
אקס בושם כיס אפולו	22.1
אקס סטיק בלאק	16.9
אקס סטיק שוקולד	16.9
אקשן קונטרול טרמיק 72 שעות רול GARNIER	13.9
ארבע גבינות מגורד 300 גרם	20.1
ארבע מטליות מיקורופייבר סנו סושי	20.1
ארוחה בקטנה לאבנה עם	9.6
ארוחה בקטנה ציזיקי עם קרקרים 150 גרם	9.6
ארוחה-תאי צ'יקן נודלס 380 גרם.	25.9
ארוחת אורז בסגנון איטלקי -עגבניות ובזיליקום	9.9
ארוחת אורז שעועית אדומה	9.9
ארוחת פסטה עם רוטב גבינה	10.0
ארטישוק ירושלמי	18.9
ארטישוק תחתיות 5-7 יח'	13.1
"אריאל 3 ק""ג קולור"	32.9
אריאל אבקת כביסה שוש	22.1
אריאל ג'ל בניחוח הרים 1.75ל'	40.3
אריאל קפסולות 23 יח	29.9
אריאל קפסולות לכביסה 50 יח'	67.5
אריאל קפסולות לכביסה בניחוח לנור 41 יח'	67.5
אריאל קפסולות לכביסה כתמים קשים 41 יח'	67.5
אריאל קפסולות לכביסה שמירה על הבד 41 יח'	67.5
אריזות ואקום לאחסון סנו סושי	19.9
אריזת חיסכון פילה ברווז מיובש 500 גרם צ'אנקיז	49.9
אריסה	17.1
אריסה חריפה 250 גרם	11.0
אריסה חריפה אוליביה 180 גרם	15.1
אריסה מרוקאית ביטון	12.9
אריסה פיקנטית-אוליביה	13.1
ארל גריי דיקפ 50 גר' (25 שקיקים)	20.1
ארלה גבינת שמנת טבעי	12.9
ארלה גבינת שמנת עשבי	12.9
ארלה גבינת שמנת שום	12.9
ארק כרמל	60.5
באגט צרפתי עם חמאת שום 350גרם - מוקפא	11.0
באונטי מאגדת חמישיות	16.9
באונטי מיני	27.9
באזז קוקטיילים פינקולדה	30.2
באזז קוקטיילים קוסמופוליטן	30.2
באן אסאדו דים סאם 18	33.2
באן מאפה מאודה 200 ג	15.1
בארכה בקטנה מאגדת ונ	8.9
בארכה חלבה שאמית וני	12.9
בארכה טחינה 100% שומ	16.1
בארכה טחינה מעודנת 3	14.1
בארכה טחינה עם שומשו	16.1
בארכה טחינה שומשום מ	16.1
בארכה טחנ.גולמית מעו	14.1
בארכה מיקס פינוקיות	13.1
בארכה מיקס פינוקיות חלבה ללא תוספת סוכר	13.1
בגט בונזור.	6.9
בגט פיסל.	4.4
בגט קראסט שיפון.	7.9
"בדין אקסטרא לאג'ן 960 מ""ל"	13.9
"בדין אקסטרא לוקשרי 960 מ""ל"	13.9
"בדין אקסטרא פלוס בייבי ורוד 960 מ""ל"	13.9
"בדין אקסטרא פלוס יערת הדבש 960 מ""ל"	13.9
"בדין אקסטרא רויאל 960 מ""ל"	13.9
בהרט לבישול מיכל גדו	10.0
