item_name	itemprice
אטריות ראמן ללא גלוטן אורז מלא בטעם ירקות להכנה מהירה	12.7
אטריות ראמן ללא גלוטן אורז מלא בטעם עוף להכנה מהירה 55 גרם	12.7
אטריות ראמן ללא גלוטן אורז מלא בטעם תירס להכנה מהירה	11.9
איולי עגבניות עללחם	12.9
איולי פלפלים עללחם	12.9
איולי פסטו עללחם	12.9
איולי שום 250 גרם	12.8
איולי שום לימון עללחם	12.9
איטריות ביצים מס' 10.	8.9
איטריות ביצים מס' 8.	8.9
איטריות שעועית 250 ג	8.8
איילנד נקטר גויאבה 1	8.9
איילנד נקטר מנגו קרט	8.9
אייס קפוצינו 1 ליטר טרה	13.2
אינסטנט פודינג אסם בטעם ריבת חלב	4.9
אינסטנט פודינג אסם פאי גבינה תותים	4.9
אינסטנט פודינג בטעם	19.9
אירוויק מילוי למכשיר	19.7
אירוויק מכשיר חשמלי+	25.9
אירוויק מקלות ניחוח	16.7
אירוויק ספריי ניחוח	14.9
אל גאוצ'ו מילנסה דק	15.0
אל סבון  כיף שקית מילוי+פקק 1 ליטר	7.9
"אל סבון ארומטי משאבה-אדום 500 מ""ל"	7.9
אל סבון בייבי כיף 1 ליטר	17.9
"אל סבון בייבי כיף 750 מ""ל"	14.9
אל סבון כיף + משאבה 1 ליטר	9.9
אל סבון כיף + משאבה 1ל' מגע כותנה	9.9
"אל סבון כיף בוב ספוג 750 מ""ל"	9.9
אל סבון נוזלי ורוד 1	9.9
אל סבון נוזלי ירוק 1	9.9
אל סבון נוזלי כחול 1	9.9
אל סבון סופטקר נוזלי קלאסי 1 ליטר	15.9
אל סבון פמילי 1 ליטר	12.0
אל סבון קטיפתי כיף שקית מילוי+פקק 1 ליטר	7.9
"אל סבון קידס 750 מ""ל חדש"	16.9
"אל-סבון ג'ונסון בייבי אמבט 750 מ""ל+משאבה"	19.9
אל-סבון קמיל לפני השינה 2 ליטר	39.9
אלביב דרים לונג מסכה	50.5
אלביב מסכה דרים לונג	26.9
"אלביב מסכה היאלורונית 300 מ""ל LOREAL"	26.9
"אלביב מרכך דרים לונג לטיפול בקצוות מפוצלים 500 מ""ל"	18.5
"אלביב מרכך הידרה היאלורונית 500 מ""ל"	18.5
"אלביב מרכך הידרה פיור מטהר 500 מ""ל"	18.5
"אלביב מרכך מטפח קולור פרוטקט 500 מ""ל"	18.5
"אלביב מרכך פול רזיסט לחיזוק סיב השערה 400 מ""ל"	18.5
"אלביב מרכך שמנים מופלאים להזנה עוצמתית 500 מ""ל"	18.5
"אלביב שמפו הידרה היאלורונית 500 מ""ל"	18.5
"אלביב שמפו מטפח קולור פרוטקט  500 מ""ל"	18.5
"אלביב שמפו פול רזיסט מחזק 500 מ""ל"	18.5
"אלביב שמפו שמנים מופלאים להזנה עוצמתית 500 מ""ל"	18.5
"אלכוג'ל 100 מ""ל"	8.0
אלכוג'ל טבעי 500 מל	20.1
אלמנדוס מטבעות שוקול	24.9
אלסבון +שמפו אל דמע 2 ב-1 סופטקר 1 ליטר	19.9
אלסבון לתינוק סופטקר 1 ליטר	15.9
אלסבון קמיל בלו סנסטיב 1 ליטר	31.9
אלסבון+שמפו קמיל בלו אקסטרה סופט 1 ליטר	32.9
אלפרו בריסטה שקדים	14.7
אלפרו משקה שיבולת שו	14.7
אלפרו משקה שקדים ללא	14.7
אלפרו משקה שקדים ללס	12.9
אלפרו סויה לבישול 14	9.9
אלפרו.משקה שיבולת שו	14.7
אלתית ורודה במי מלח	10.0
אם אנד אם בוטנים 45	5.6
אם אנד אם שוקולד 45	5.6
אמיצלי גלילי וופל 15	17.9
אמירים רזרב מרלו 750	19.9
אמירים רזרב קברנה 75	19.9
אנגל כוסמין וחיטה מל	16.9
אנדיב אדום	14.9
אנדיב בלגי אמיתי חוו	14.9
אנטי קאלק למכונות קפה	19.9
אנטי קאלק ניקוי רב שימושי	17.9
אנטריקוט בורגר 400גר	28.9
אננס חתוך במיץ טבעי 825 גרם	11.9
אננס חתוך תומר 430גר	9.9
אנרגי מאגדת תח. פסק	13.9
אנרגי מאגדת תחתית חל	13.9
אנרגי פריכיות חלבון	10.0
אנשובי ארוך בצנצנת 78 גרם	14.9
אנשובי עגול בצנצנת	14.9
"אנתוש ספירה 70 מ""ל"	13.9
אסטוניש אבקת הפלא מסיר כתמים בכביסה	19.9
אסטוניש אמבט הנוסחה המרוכזת	13.9
אסטוניש למטבח ניחוח	13.9
אסטוניש מראות ושמשות הנוסחה המרוכזת	13.9
אסטוניש מרסס פרמיום אר	13.9
אסטוניש מרסס שמשות 7	11.9
אסטוניש ספריי רסס ונ	11.9
אסטוניש פלא של אקונו	13.9
"אסטוניש פרימיום 500 מ""ל"	17.9
אסטוניש פרימיום ג'ל לאסלה	11.9
אסטוניש פרימיום משחה	26.9
אסם אבקת רוטב פטריות	3.5
אסם אבקת רוטב צלי לב	3.5
אסם אטריות בינוניות	5.8
אסם אטריות דקות 400ג	5.8
אסם אטריות דקיקות 40	5.8
אסם אטריות קלאסיות 4	5.8
אסם ביגלה שטוח שמשם	9.9
אסם בייגלה טבעות שומ	9.9
אסם בייגלה מקלות מלו	9.9
אסם בייגלה שטוחים עם	9.9
אסם בייגלה שטוחים שו	9.9
אסם בייגלה שמיניות ל	9.9
אסם בייגלה שמיניות ק	9.9
אסם גלי פטל צבעים טב	5.9
אסם גלי תות שדה צבעי	5.9
אסם זוג מרק נמס אפונ	5.5
אסם זוג מרק נמס ירקו	5.5
אסם זוג מרק נמס פטרי	5.5
אסם חטיפי פריכונים א	8.9
אסם חטיפי פריכונים ט	8.9
אסם חטיפי פריכונים ת	8.9
אסם טוסטעים 100גרם	11.0
אסם מיני קרוטונים למ	15.0
אסם נודלס אטריות מסו	8.9
אסם ספגטי 500גרם	4.9
אסם עוגיות מיני שוקו	9.8
אסם עוגיות שוקולד זה	9.5
אסם עוגיות שוקוציפס	9.9
אסם פודינג אינסטנט ו	4.9
אסם פודינג אינסטנט ש	4.9
אסם פודינג בטעם וניל	4.9
אסם פודינג בטעם שוקו	4.9
אסם פירורית בטעם ביס	7.0
אסם פסטה מסולסלים אט	4.9
אסם פסטה צינורות איט	4.9
אסם פסטה קרניים בינו	4.9
אסם פריכונים מאורז מ	6.9
אסם פתי בר ללא גלוטן	8.9
אסם פתי בר פינוקי ונ	11.9
אסם פתי בר קלאסי 500	8.9
אסם פתיבר שוקו 500גר	8.9
אסם פתיתים אפויים או	4.9
אסם פתיתים אפויים כו	4.9
אסם פתיתים אפויים קו	4.9
אסם ציפס ברביקיו 45ג	3.9
אסם ציפס גלי 45גרם	3.9
אסם ציפס גלי עגבניות	3.9
אסם ציפס פלפל צילי 4	3.9
אסם קוסקוס אמיתי 350	8.0
אסם קוסקוס דק 350גרם	8.0
אסם קטשופ בקבוק לחיץ	10.9
אסם קטשופ חריף 750גר	11.9
אסם קטשופ מופחת סוכר	10.9
אסם קרם קרקר 250גרם	7.8
אסם קרמוגית במילוי ק	9.9
אסם קרמוגית במילוי ש	9.9
אסם קרמוגית קראנץ קר	9.9
אסם קרמוגית קראנץ שו	9.9
אסם קרקר זהב 150גרם	6.5
אסם קרקר קלאסי 250גר	8.9
אסם קרקר שומשום 250ג	7.9
אסם רוטב אלף האיים ל	8.9
אסם רוטב אסיאתי למוק	10.9
אסם רוטב ויניגרט לסל	8.9
אסם רוטב קיסר לסלט 2	8.9
אסם רוטב שום לייט לס	8.9
אסם רוטב שום לסלט 29	8.9
אסם שקדי מרק רכיבים	9.9
אספרגוס א.אדמה	27.9
אספרגוס שלם בצנצנת 3	10.9
אפונה וגזר	9.9
אפונה מתוקה בתרמיל	22.1
"אפונה סוגת 1 ק""ג"	9.5
אפונה סוגת 500 גרם	5.6
אפונה עדינה סנפרוסט	17.9
אפונה קטנה OZ6 שלשות יכין	15.9
אפונת גינה 800 גרם ס	18.9
אפונת גינה יכין 550ג	9.9
אפיכל סירופ בטעם מיי	12.9
אפיכל סירופ בטעם שוק	12.9
אפקטיב קר לגבר 3ב1 7	18.1
"אפקטיב קר קרם לחות רב שימושי קולגן פרו 200 מ""ל"	29.9
אפקטיב קר תרחיץ פנים	24.9
אפרופו 50גרם	4.5
אפרופו איטלקי 50גרם	4.5
אפרופו טיובס חמוץ חר	4.5
אצבעות גבינה עמק 172	18.7
אצבעות דג מצופות דלי	24.9
אצבעות מילקיניס מילק	10.8
אצבעות פסק זמן במילוי וופל וקרם אגוזי לוז	9.9
אצבעות פסק זמן במילוי וופל וקרם חלב	9.9
אצבעות פסק זמן במילוי וופל וקרם קרמל מלוח	9.9
אצבעות שוקולד וניל	68.7
אצבעות שניצל ילדודס	37.9
אצבעות שניצל ציפוי ש	39.9
אצות נורי בלו 10 דף	10.8
אקווה פרש  משחת שיניים לשיני חלב 0-5	11.9
אקווה פרש 125 מל' אק	11.9
אקונומיקה סנו JAVEL	8.9
אקונומיקה קצף לניקוי	9.9
אקטימל פלוס בטעם תות דובדבן שמינייה	19.5
אקטימל תות 16 יח'	32.9
אקס גל רחצה בלאק 400	13.8
אקס דאו ספריי * אנרכ	14.9
אקס דאו ספריי *לגבר	14.9
אקס דאו ספריי אנרכי	14.9
אקס דאו ספריי גוף אפ	14.9
אקס דאו ספריי גוף טמ	14.9
אקס דאו ספריי* שוקול	14.9
אקס ספרי גוף אפיק פר	14.9
אקס ספריי גוף פרימיו	17.9
אקסטרה טורטיה ציפס ב	7.5
אקסטרה טורטיה ציפס מ	7.5
אקסטרה טורטיה ציפס ע	7.5
אקסטרה ציפס אורז חום	7.5
אקסלנס קרם 7 בלונד	39.9
אקשן קונטרול טרמיק 72 שעות רול GARNIER	13.9
ארבע גבינות מגורד 300 גרם	19.1
ארבע מטליות מיקורופייבר סנו סושי	19.9
ארוחה בקטנה לאבנה עם	8.0
ארוחת נודלס בטעם בשר	2.5
ארוחת נודלס בטעם ירק	4.9
ארוחת נודלס בטעם סינ	4.9
ארוחת נודלס בטעם עוף	4.9
ארוחת נודלס תירס מג'	4.9
ארטיזנל לחם מחמצת חי	18.9
ארטיזנל לחם מחמצת כו	19.9
ארטיזנל לחם מחמצת כפ	18.9
ארטישוק ירושלמי	22.2
ארטישוק תחתיות 5-7 יח'	13.1
אריאל ג'ל בניחוח הרים 1.75ל'	39.2
אריאל ג'ל קולור 1.75	39.2
אריאל קפסולות 23 יח	34.9
אריאל קפסולות ג'ל קו	35.2
אריאל קפסולות לכביסה 50 יח'	59.9
אריאל קפסולות לכביסה בניחוח לנור 41 יח'	59.8
אריאל קפסולות לכביסה כתמים קשים 41 יח'	59.8
אריאל קפסולות לכביסה שמירה על הבד 41 יח'	59.8
אריזונה בטעם אוכמניו	12.0
אריסה חריפה אוליביה 180 גרם	14.5
אריסה מרוקאית ביטון	15.7
ארלה גבינת שמנת עשבי	14.9
ארלה גבינת שמנת שום	14.9
ארק כרמל	49.9
אשבול דגן חמאה 150 ג	7.9
אשבול פצפוצי אורז 37	12.9
באגט טרי פילסברי	5.8
באגט צרפתי עם חמאת שום 350גרם - מוקפא	12.5
באגט רוסטיק פילסברי	9.5
באגט רוסטיק קמח מלא	9.5
באונטי מאגדת חמישיות	15.9
באונטי מיני	27.9
באזז קוקטייל מוחיטו	27.9
באזז קוקטיילים פינקולדה	34.9
באזז קוקטיילים קוסמופוליטן	34.9
בארכה בקטנה מאגדת ונ	10.9
בארכה חלבה שאמית וני	13.9
בארכה טחינה 100% שומ	15.9
בארכה טחינה מעודנת 3	13.9
בארכה טחינה עם שומשו	16.9
בארכה טחנ.גולמית מעו	13.9
בארכה מיקס פינוקיות	9.9
בארכה מיקס פינוקיות חלבה ללא תוספת סוכר	9.9
"בדין אקסטרא לאג'ן 960 מ""ל"	15.9
"בדין אקסטרא לוקשרי 960 מ""ל"	15.9
"בדין אקסטרא פלוס יערת הדבש 960 מ""ל"	15.9
בדין אקסטרא פלוס ניח	15.9
בדין אקסטרא פלוס צהו	15.9
"בדין אקסטרא רויאל 960 מ""ל"	15.9
בדין אקסטרה מרכך מרו	15.9
בדין אקסטרה פלוס זר	15.9
בדין דפי מרכך כחול 4	16.9
בדין דפים למייבש כבי	16.9
בדין מרכך כביסה 4 לי	22.9
בדין מרכך כביסה ורוד	22.9
בדין מרכך כביסה כחול	22.9
בדין מרכך כביסה לבן	22.9
בדין מרכך כביסה סגול	22.9
בדין שמפו לכביסה עדי	24.9
בדין תרסיס למייבש כב	16.9
בולגרית 16% פיראוס במרקם מעודן	24.5
בולגרית 16% שומרון 2	22.9
בולגרית גביע 5%	22.9
בולגרית למריחה 5% טבעי 200 גרם.	14.9
בולגרית מסורתית 16%	51.0
בולגרית מסורתית 5%	51.0
בולגרית מסורתית 5% 2	22.7
בולגרית מעודנת 24% פ	24.5
בולגרית מעודנת 5%	45.0
בולגרית מעודנת 5%  2	22.9
בולגרית פיראוס 24% ש	29.1
בונב.רושה קונוס 212	42.9
בונבוניירה טופיפי שו	12.7
בונבוניירה לינדור 60	38.9
בונבוניירה לינדור מי	38.9
בונבוניירה לינדור קו	38.9
בונבוניירה מרסי 250	26.8
בונבוניירה מרסי 400 גרם	44.9
בונבוניירה מרסי חלב 250 גרם	26.8
בונבוניירה מרסי מריר 250 גרם	26.8
בונבוניירה מרסי קריספי 250 גרם	26.8
בונבוניירה רושר 300	49.9
בונבוניירה רושר אריז	29.4
בונבוניירה רפאלו 150	19.9
בונבונירה  מלה אוכמניות 190 גרם	11.9
בונבונירה  מלה דובדבן 190 גרם	11.9
"בונזו בשר מחולק 10.2ק""ג"	129.9
בוראטה 28% גד 125 גר	18.9
בוראטה גבינת מוצרלה	19.9
"בורגול סוגת 1 ק""ג"	8.8
בורגול סוגת 500 גרם	5.6
בורגר פטריות טבעונית	34.3
בורקס גבינה מעדנות 8	22.9
בורקס גבינה שחף 800	12.9
בורקס יפו גבינה 4יח*	19.1
"בורקס יפו תפו""א מעדנות 4*150 גרם"	17.0
בורקס פילו אצבעות בולגרית.	16.8
בורקס פילו אצבעות גבינה.	16.8
בורקס פילו גבינה וזיתים.	16.8
בורקס פילו גבינה.	21.1
"בורקס פילו תפו""א."	24.2
"בורקס תפו""א מעדנות 8"	21.9
בורקס תפוח אדמה שחף	12.9
בזיליקום(שקית ) חסלט	7.9
בי פט פטה עוף לחתול	5.9
בייבי בל 100גרם  5 י	22.9
בייבי כיף קרם גוף לפ	19.9
בייבי מוצרלה 140גר	14.5
בייבי מוצרלה 150 גרם	11.9
בייבי מוצרלה 18% שומ	85.0
בייבי קרם נגד גירויי	9.9
בייגל גריסיני קראנץ מלח 175 גרם	10.9
בייגל גריסיני קראנץ פינוקים 175 גרם	10.9
בייגל טוסט	4.2
בייגל מקלות גריסיני שומשום	10.9
בייגל שטוחלה מלח 330 גרם	10.9
בייגל שטוחלה ניגובים מלח	10.9
בייגל שטוחלה ניגובים שומשום  300 גרם	10.9
בייגל שטוחלה שומשום 300 גרם	10.9
בייגלה אמריקאי ענק בקופסא.	19.9
בייגלה אסם טבעות מלח 400ג'	9.9
בייגלה אסם רשתות מלח	9.9
בייגלה אסם שמיניות במליחות מעודנת 400ג'	9.9
בייגלה דג דג מלוח 25	10.9
בייגלה דקים עם מלח 3	9.9
בייגלה דקים שמנת בצל	9.9
בייגלה מצופה שוקולד חלב	5.3
בייגלה מקלות 400 גרם	9.9
בייגלה שטוחים כפיות כפרי 300 גרם.	9.9
בייגלה שטוחים כפיות פיזור איטלקי 300 גרם.	9.9
בייגלה שטוחים עם שומשום מליחות מעודת 300 גרם.	9.9
בייגלה שמיניות גדולו	13.9
בייגלה שמיניות מלוחו	9.9
"בילואו 42 700 מ""ל"	80.8
ביסלי בצל 200גרם	6.5
ביסלי בצל 70ג'	3.9
ביסלי ברביקיו 200גרם	6.5
ביסלי ברביקיו 70ג'	3.9
ביסלי גריל 200גרם	6.5
ביסלי גריל 70ג'	3.9
ביסלי חטיף בטעם גריל	12.9
ביסלי פארטי מיקס 150	6.9
ביסלי פיצה 70ג'	3.9
ביסלי פלאפל 200גרם	6.5
ביסלי פלאפל 70ג'	3.9
ביסקוויט במילוי קרם	16.1
ביסקוויט חלב עד חצות	15.9
ביסקוויט מיני ממולא קרם שוקולד היט.	7.9
ביסקוויט ממולא קרמל מלוח היט 220 גרם.	10.8
ביסקוויט מצופה שוקול	16.1
ביסקוויט עד חצות אצב	12.9
ביסקוויט פתי בר 500	6.8
ביסקוויט קרמל לוטוס	12.1
ביסקוטי שוקולד שר לל	16.1
ביסקויט בטעם קרמל לו	10.9
ביסקויט לוטוס 525 ג'	19.9
ביסקויט מחיטה מלאה ל	10.0
ביסקויט עד חצות לבן 200 גרם.	15.9
ביסקויט עד חצות סנדוויץ	12.9
ביצי דג שיבוט 200 גר	13.0
ביצי הפתעה סופרייז ש	16.0
ביצים *18  L	20.9
ביצים ארוזות      L	14.09
ביצים ארוזות12 יח M	13.0
ביצת הפתעה קינדר בוד	5.5
ביצת הפתעה קינדר ג'וי מארז שלישייה	16.0
"ביצת קינדר ג""וי"	5.5
בירה איגל חוזר 500 מ	5.9
בירה אלכסנדר בלונד ב	12.9
"בירה אמבר אלון 330 מ""ל"	13.9
בירה באדוויזר שישייה	34.9
בירה בקס 6 יחידות 1.	29.9
בירה גולדסטאר SLOW B	34.9
בירה גולדסטאר בקבוק	7.9
בירה גולדסטאר לא מסו	8.9
בירה גולדסטאר פחית 5	7.9
בירה גולדסטאר שישייה	32.9
בירה הייניקן בקבוק ח	9.9
בירה הייניקן פחית 50	11.9
בירה הייניקן שישייה	34.9
בירה וויינשטפן בקבוק	12.0
בירה טובורג בקבוק חו	8.6
בירה טובורג פחית 500	8.9
בירה טובורג רד שישיי	34.8
"בירה לה שוף 330 מ""ל"	13.9
בירה לף בלונד מארז שישייה	39.9
"בירה לף בראון 6*330 מ""ל"	39.9
בירה מכבי 7.9%  פחית	7.9
בירה מכבי 7.9% בקבוק	7.6
בירה מכבי 7.9% שישיי	35.9
בירה מכבי בקבוק חוזר	6.9
בירה מכבי פחית 500 מ	7.5
בירה מלכה בהירה בקבו	13.9
בירה נשר מאלט בקבוק	7.9
בירה פאולנר בקבוק 50	11.7
"בירה פילזנר .בהירה בפחית 500 מ""ל"	7.6
בירה פרנסיסקאנר בקבו	12.5
"בירה צ'סו כהה בוהמיין פרמיום 568 מ""ל"	9.9
"בירה צ'סו לא מסונן 568 מ""ל"	9.9
בירה צרי שוף 8% בקבו	13.9
בירה קורונה	8.0
בירה קסטיל רובוס בטע	12.9
בירה קסטיל רוז' פחית	12.9
בירה קרומבכר חיטה פח	9.9
בירה קרומבכר פילס פח	9.9
בירה קרלסברג LUMA שי	36.9
בירה קרלסברג בקבוק ח	8.3
בירה קרלסברג מארז שי	34.8
בירה קרלסברג פחית 50	8.9
בירה שחורה דיאט נשר	7.9
בירה שחורה נשר מאלט	29.9
בישקוטים בונומי 200	7.6
בית השיטה זית מרוקאי	15.7
בית השיטה חרוזית קוק	17.8
בלגה ממרח אגוזי לוז	14.9
בלו בנד עם מלח 200 ג	6.1
בלו סיקס ללא סוכר 25	3.9
בלוודר וודקה 700 מל	114.9
בלזן היט וניל 220גרם	10.8
בלנדר חשמלי(מוט) 350	79.9
בלקוני עוגות מיקס מק	15.8
במבה 80ג'	4.0
במבה אייס קפה 150 גר	9.0
במבה ביסלי בצל מיקס	4.5
במבה ביסלי ברביקיו מ	4.5
במבה ביסלי גריל מיקס	9.0
במבה במילוי קרם חלבה	4.5
במבה במילוי קרם נוגט	4.5
במבה יום הולדת 15*20 ג'	24.1
במבה מתוקה אריזה גדו	8.0
במבה קלאסי 200 גרם	9.0
במבה שמש 70ג'	4.5
בננית 150 גרם	13.1
בסיס להכנת קצפת ריצ'	6.9
"בסיס לקצפת 425 מ""ל"	9.9
בסיס רוטב ברילה עגבנ	14.8
בפלות בטעם אגוזים 20	5.3
בפלות בטעם לימון 200 גרם.	5.3
בפלות שוקולד 200 גרם	5.3
בצל ירוק א.אדמה	6.9
בצל ירוק שדות בעמק	7.9
בצל ירוק(שקית ) חסלט	7.9
בצל סגול ובצל לבן פרוסים מוקפאים סנפרוסט	16.9
בצלצלי איזי שאלוט חו	8.9
בצלצלי שלוט	9.9
בצק עלים חמאה מעדנות	30.2
