item_name	itemprice
אבקת מרק פטריות אסם רכיבים טבעיים 400ג'	22.9
אבקת סוכר אריזת פטנט	14.9
אבקת סוכר במיכל פיזור	16.9
אבקת קקאו עלית 150 ג	14.9
אבקת קרי	11.9
אבקת שוקו סוויטאנגו	41.9
אג'קס ורד הבוקר 1 ליטר	16.5
אג'קס לבנדר 1 ליטר	16.5
"אג'קס לשירותים 750 מ""ל מארז זוגות"	19.9
אגוז קשיו טבעי	89.0
אגוזי 45 גרם	4.9
אגוזים קלופים	79.0
אגקס לניקוי חלונות ט	13.9
או בה פרוקומפורט סופר32י	25.9
אובלטים אורגנים מקמח	13.9
אובלטים כוסמין אורגני בתוספת שומשום 100 גרם	12.9
אוונט מוצצי אייר קול	52.9
"אוזו 12 700 מ""ל"	89.9
אוטלי משקה שבולת שוע	17.5
אוטלי משקה שיבולת שו	16.9
אוכמניות טריות 125גרם	14.9
אול אין ח.חלבון סופט	14.9
אול אין חטיף חלבון ד	14.9
אול אין חטיף חלבון סופט קרם עוגיות 55ג'	14.9
אול אין חטיף חלבון ק	14.9
אול אין חטיף חלבון ש	14.9
אולוויז דואו לילה מקס 14	21.9
אולוויז מגן וליופק N 60	19.9
אולוויז מגן פרו פרש L 40	19.9
אולוויז מגן תחתון דו	19.9
אולוויז מגנ Nללא ריח56יח	19.9
אולוויז מגנ.ללא ריח L 48	19.9
אולוויז מגנ.פרש L 48 יח	19.9
אולוויז פלטינום לילה 16י	21.9
אולוויז תחבושות לילה	22.9
אולוויז תחבושות נורמ	22.9
אולוויז תחבושות פלטי	21.9
אולווייז דואו לונג 24יח	21.9
אולווייז דואו נורמל28+יח	21.9
"אולטרסול קרם פנים קידס 75 מ""ל 50"	49.9
אולטרסול שמן אגוז SPF20	49.9
"אוללה מים מוגזים 330 מ""ל"	5.0
אוללה מים מוגזים בטע	5.0
אוראו וניל 176 גרם ב	11.9
אורביט פרופשיונל ספי	11.3
אורביט פרופשיונל פפר	11.3
אורביט רפרשרס אבטיח	13.5
אורז אדום סוגת  500	10.9
"אורז בסמטי 1 ק""ג שקדיה"	11.9
אורז בסמטי טילדה 1	23.0
אורז בסמטי לבן אורגני 500 גר'-הרדוף	13.9
אורז בסמטי מובחר דאו	14.9
אורז בסמטי מלא סוגת	14.9
אורז בסמטי קלאסי סוג	15.9
אורז יסמין טילדה 1ק	18.9
"אורז יסמין סוגת 1 ק"""	12.9
אורז לסושי	10.9
אורז מיקס סוגת  500	10.9
"אורז סושי 1 ק""ג סוגת"	13.9
"אורז פרסי DAAWAT 1 ק""ג"	12.5
אורז פרסי אחד אחד סו	11.9
אורז ריזוטו עגול סוג	12.9
"אורז תאילנדי 1 ק""ג"	7.9
אורל בי משחת שיניים לובן מהודר	25.9
אטריות אודון מוכנות 200 גרם	5.9
אטריות אורז דקות 454	11.0
אטריות אסם רחבות 400ג'	7.9
"אטריות ביצים 454 ג""ר."	10.9
אטריות ביצים נודלס להקפצה 200 גרם.	5.9
אטריות דקות 400 גרם	6.9
אטריות דקות REGGIA	8.2
אטריות דקיקות 400 גרם	6.9
אטריות ללא גלוטן ברי	17.9
אטריות מוכנות להקפצה 200 גרם	5.9
אטריות מקרוני עם גבי	12.9
אטריות נודלס להקפצה 400 גרם.	8.9
אטריות עגולות עבות REGGIA	8.2
אטריות שעועית סיניות	7.9
איטריות ביצים דקיקות 500 גרם	15.5
איטריות ביצים מס' 10.	9.5
איטריות ביצים רצועות 500 גרם.	9.9
איטריות דקות מאסטר שף 400 גרם	6.3
איטריות ורמיצ'לי,איטריות ביצים דקות במיוחד 500 גרם.	9.9
"איילנד גויאבה 300 מ"""	6.9
איילנד נקטר גויאבה 1	10.6
אייס קפה 350 גרם	19.9
אייס קפה רמת הגולן 1ל	11.9
אייס קפוצינו 1 ליטר טרה	13.4
אינסטנט פודינג אסם פאי גבינה תותים	5.9
איקרה ביצי דג טרוטונית והרינג 180גרם	18.9
אירוויק מילוי למכשיר	21.9
אירוויק מכשיר חשמלי+	27.9
אירוויק מקלות ניחוח	18.9
אל אמ פורוורד חפיסה	41.0
"אל סבון אפקטיב קר לידיים מועשר בלבנדר 350 מ""ל"	12.9
"אל סבון אפקטיב קר לידיים מועשר בתה ירוק ויסמין 350 מ""ל"	12.9
אל סבון ושמפו 2ב1 בייבי פינוק + משאבה	23.9
"אל סבון קידס 750 מ""ל חדש"	17.9
אל סבון קמומיל 500 גרם	19.9
"אל-סבון ג'ונסון בייבי אמבט 750 מ""ל+משאבה"	21.9
"אל-סבון ג'ונסון בייבי לרחצה עדינה 750 מ""ל+משאבה"	21.9
אלביב דרים לונג מסכה	39.9
אלביב מסכה דרים לונג	26.9
"אלביב מסכה הזנה לשיער ויו 300 מ""ל"	26.9
"אלביב מסכה היאלורונית 300 מ""ל LOREAL"	26.9
"אלביב מרכך גליקוליק גלוס לוכד ברק 500 מ""ל"	19.9
"אלביב מרכך דרים לונג לטיפול בקצוות מפוצלים 500 מ""ל"	19.9
"אלביב מרכך הידרה היאלורונית 500 מ""ל"	19.9
"אלביב מרכך מטפח קולור פרוטקט 500 מ""ל"	19.9
"אלביב מרכך שמנים מופלאים להזנה עוצמתית 500 מ""ל"	19.9
"אלביב שמפו הידרה היאלורונית 500 מ""ל"	19.9
"אלביב שמפו שמנים מופלאים להזנה עוצמתית 500 מ""ל"	19.9
אלמנדוס מטבעות שוקול	19.9
אלסבון לתינוק סופטקר 1 ליטר	19.9
אלסבון קמיל בלו אקסטרה סופט  1 ליטר	29.9
אלסבון קמיל בלו סנסטיב 1 ליטר	33.9
אלפרו בריסטה שקדים	16.9
אלפרו משקה שיבולת שו	16.9
אלפרו משקה שקדים ללא	16.9
אלפרו משקה שקדים ללס	11.9
אלפרו סויה לבישול 14	12.1
אלפרו.משקה שיבולת שו	16.9
אם אנד אם בוטנים 45	6.9
אם אנד אם שוקולד 45	6.9
אמיצלי גלילי וופל 15	18.9
אנגל כוסמין וחיטה מל	17.9
אנטריקוט בורגר 400גר	29.9
אנרגי מאגדת מצופה טע	14.5
אנרגי מאגדת תח. פסק	14.5
אנרגי מאגדת תחתית חל	14.5
אנשובי 45 גרם	8.2
אנשובי ארוך 45 גרם	11.5
אנשובי ארוך בצנצנת 78 גרם	15.9
אנשובי בשמן זית צנצנ100ג	17.5
אנשובי בשמן עם צ'ילי80ג	25.9
אנשובי עם שמן זית 45 גרם	10.2
אנשובי צנצנת 100 גרם	12.9
אסטוניש לניקוי אמבטי	13.9
אסטוניש מרסס למטבח 750מ	13.9
אסטוניש מרסס שמשות 7	13.9
אסטוניש ספריי רסס ונ	13.9
אסטוניש פרימיום ג'ל לאסלה	12.9
אסם אבקת רוטב פטריות	5.9
אסם אבקת רוטב צלי לב	5.9
אסם אטריות דקות 400ג	7.9
אסם אטריות דקיקות 40	7.9
אסם אטריות קלאסיות 4	7.9
אסם בייגלה טבעות שומ	13.0
אסם בייגלה מקלות מלו	13.0
אסם בייגלה שטוחים עם	14.0
אסם בייגלה שטוחים שו	14.0
אסם בייגלה שמיניות ל	13.9
אסם בייגלה שמיניות ק	13.0
אסם גלי תות שדה צבעי	6.9
אסם חטיפי פריכונים א	9.5
אסם חטיפי קרקר ביסלי	13.9
אסם חטיפי קרקר שמנת	13.9
אסם טוסטעים 100גרם	12.5
אסם מיני קרוטונים למ	17.2
אסם מרק זך טעם עוף ר	19.9
אסם מרק עוף רכיבים ט	26.9
אסם נודלס אטריות אור	12.9
אסם נודלס אטריות מסו	12.9
אסם ספגטי 500גרם	6.5
אסם עוגיות מיני שוקו	12.5
אסם עוגיות שוקולד זה	9.9
אסם פודינג אינסטנט ו	5.9
אסם פודינג אינסטנט ש	5.9
אסם פודינג בטעם וניל	5.9
אסם פירורית בטעם ביס	7.9
אסם פירורית מתובל 20	7.9
אסם פירורית פירורי ל	7.9
אסם פסטה מסולסלים אט	6.5
אסם פסטה צינורות איט	6.5
אסם פסטה קרניים בינו	6.5
אסם פריכונים מאורז מ	9.9
אסם פתי בר ללא גלוטן	12.9
אסם פתי בר פינוקי ונ	12.9
אסם פתי בר קלאסי 500	10.0
אסם פתיתים אפויים או	7.9
אסם פתיתים אפויים כו	7.9
אסם פתיתים אפויים קו	7.9
אסם ציפס ברביקיו 45ג	5.2
אסם ציפס גלי 45גרם	5.2
אסם ציפס גלי עגבניות	5.2
אסם ציפס פלפל צילי 4	5.2
אסם ציפס קלאסי 45גרם	5.2
אסם קוסקוס אמיתי 350	8.7
אסם קוסקוס דק 350גרם	8.7
אסם קטשופ בקבוק לחיץ	11.9
אסם קטשופ מופחת סוכר	11.9
אסם קרוטונים מתובלים	15.9
אסם קרם קרקר 250גרם	9.9
אסם קרמוגית במילוי ק	14.5
אסם קרמוגית במילוי ש	14.5
אסם קרמוגית קראנץ קר	14.5
אסם קרמוגית קראנץ שו	14.5
אסם קרמוגית קרמל מלו	14.5
אסם קרקר זהב 150גרם	7.9
אסם קרקר קלאסי 250גר	11.5
אסם קרקר שומשום 250ג	11.2
אסם רוטב אלף האיים ל	15.5
אסם רוטב אסיאתי למוק	17.5
אסם רוטב ברביקיו 290	13.5
אסם רוטב ויניגרט לסל	15.5
אסם רוטב טריאקי 290מ	13.5
אסם רוטב פיצה 290מל	13.5
אסם רוטב קיסר לסלט 2	15.5
אסם רוטב שום לייט לס	15.5
אסם שקדי מרק רכיבים	10.0
אספרגוס במי מלח	12.5
אספרגוס ירוק	24.9
אספרגוס שלם בצנצנת 3	11.9
אפונה וגזר	10.0
"אפונה סוגת 1 ק""ג"	11.9
אפונה סוגת 500 גרם	6.9
אפונה עדינה סנפרוסט	19.9
אפונה קטנה	10.0
אפונת גינה 800 גרם ס	17.9
אפונת גינה טעם הטבע	8.9
אפונת גינה יכין 550ג	10.0
אפטר שייב ניוואה פרש100מ	34.9
אפיכל סירופ בטעם מיי	17.9
אפיכל סירופ בטעם שוק	17.9
אפיפיות בטעם שוקולד	9.9
אפקטיב קר קרם לחות רב שימושי מועשר בחומצה היאלורונית ללא בישום	26.9
אפקטיב קרם ידיים וציפורניים Intensive relief לעור יבש ומגורה	17.9
אפרופו 100גרם	10.5
אפרופו 50גרם	5.5
אפרופו איטלקי 50גרם	5.5
אצבעות גבינה עמק 172	19.9
אצבעות עמק 172 גרם	20.5
אצבעות שוקולד וניל	76.0
אצבעות שניצל ציפוי ש	43.9
אקווה פרש  משחת שיניים לשיני חלב 0-5	11.9
אקווה פרש לגילאי 6-8 שנים	11.9
אקונומיקה קצף לניקוי	11.9
אקופרנד נוזל רצפות4 ליטר	24.9
אקטיביה  3% 200גרם	4.8
אקטימל פלוס בטעם תות דובדבן שמינייה	21.1
אקטימל תות 16 יח'	34.9
אקס גל רחצה בלאק 400	14.9
אקס דאו ספריי * אנרכ	19.9
אקס דאו ספריי *לגבר	15.9
אקס דאו ספריי אנרכי	15.9
אקס דאו ספריי גוף אפ	15.9
אקס דאו ספריי* שוקול	15.9
אקס דאו.ספריי גולד 150מל	22.9
אקס סטיק בלאק	22.9
אקס סטיק שוקולד	22.9
אקס ספריי גוף פרימיו	20.9
אקס תחליב רחצה אייס	14.9
אקסטרים שוקו וניל פרווה	33.9
אקשן קונטרול טרמיק 72 שעות רול GARNIER	12.9
ארוחה בקטנה לאבנה עם	10.5
ארוחה-תאי צ'יקן נודלס 380 גרם.	34.9
ארוחת נודלס בטעם בשר	3.9
ארוחת נודלס בטעם ירק	5.5
ארוחת נודלס בטעם סינ	5.5
ארטיזנל לחם מחמצת כו	19.9
ארטיזנל לחם מחמצת כפ	18.9
ארטישוק ירושלמי	23.9
אריאל אבקת כביסה שוש	18.9
אריאל ג'ל בניחוח הרים 1.75ל'	34.9
אריאל ג'ל קולור 1.75	34.9
אריאל קפסולות לכביסה שמירה על הבד 41 יח'	65.9
אריסה חריפה 250 גרם	15.1
אריסה מרוקאית ביטון	16.5
ארלה גבינת שמנת טבעי	13.9
ארלה גבינת שמנת עשבי	13.9
ארק כרמל	59.9
באגט צרפתי עם חמאת שום 350גרם - מוקפא	13.9
באדוויזר לאגר פחית 500מל	10.9
באונטי מאגדת חמישיות	17.0
באונטי מיני	29.9
באזז קוקטיילים קוסמופוליטן	34.9
באלי גולדן 40 גרם	130.0
באן מאפה מאודה 200 ג	17.9
בארכה בקטנה מאגדת ונ	13.9
בארכה טחינה 100% שומ	16.3
בארכה טחינה מעודנת 3	14.3
בארכה טחינה עם שומשו	18.3
בארכה טחינה שומשום מ	17.4
בארכה טחנ.גולמית מעו	14.3
בארכה מיקס פינוקיות	14.5
"בדין אקסטרא לוקשרי 960 מ""ל"	16.9
בדין אקסטרא פלוס ניח	16.9
בדין אקסטרא פלוס צהו	16.9
"בדין אקסטרא רויאל 960 מ""ל"	16.9
בדין אקסטרה מרכך מרו	16.9
בדין אקסטרה פלוס זר	16.9
בדין גל לכביסה כחול	36.9
בדין דפי מרכך כחול 4	22.9
בדין דפים למייבש כבי	22.9
בדין מרכך כביסה ורוד	24.9
בדין מרכך כביסה כחול	24.9
בדין מרכך כביסה לבן	24.9
בדין תרסיס למייבש כב	19.9
בהרט לבישול מיכל גדו	11.9
בוטן אמריקאי 200 גרם	7.2
בוטנים מטוגנים 185 גרם בקופסא.	9.9
בולגרית 16% פיראוס במרקם מעודן	23.9
בולגרית מסורתית	59.0
בולגרית מסורתית 16%	59.0
בולגרית מסורתית 5%	59.0
בולגרית מסורתית 5% משקל	59.0
בולגרית מעודנת 24% במשקל	59.0
בולגרית מעודנת 24% פ	24.9
בולגרית מעודנת 5%	55.0
בולגרית מעודנת 5%  2	23.9
בולגרית פיראוס 24% ש	31.2
בונבוניירה טופיפי שו	11.0
בונבוניירה לינדור 60	25.9
בונבוניירה לינדור מי	25.9
בונבוניירה לינדור קו	25.9
בונבוניירה מרסי 250	22.9
בונבוניירה מרסי חלב 250 גרם	22.9
בונבוניירה מרסי מריר 250 גרם	22.9
בונבוניירה מרסי קריספי 250 גרם	22.9
בונבוניירה רושר 300	49.9
בונבוניירה רושר אריז	25.9
בונבוניירה רפאלו 150	16.9
בונדוק טבעי	110.0
"בונזו בקר וכבד 3 ק""ג"	54.9
"בונזו בשר 3 ק""ג"	54.9
בוראטה 28% גד 125 גר	20.0
בוראטה גבינת מוצרלה	21.9
בורגול 500 גרם	5.9
"בורגול סוגת 1 ק""ג"	9.9
בורגול סוגת 500 גרם	7.9
בורגר על האש טבע דלי	28.9
בורגר פטריות טבעונית	35.9
בורקס גבינה	19.9
בורקס גבינה מעדנות 8	24.5
בורקס יפו גבינה 4יח*	19.9
בורקס פילו גבינה.	24.9
"בורקס פילו תפו""א."	24.9
"בורקס תפו""א מעדנות 8"	22.9
בורקס תפוחי אדמה	19.9
בטיסט שמפו פריחהאביב200מ	32.9
בייבי בטטה	7.9
בייבי בל 100גרם  5 י	22.9
בייבי מוצרלה 150 גרם	13.5
בייגל גריסיני קראנץ מלח 175 גרם	12.9
בייגל מקלות גריסיני שומשום	12.9
בייגל שטוחלה מלח 330 גרם	12.9
בייגל שטוחלה ניגובים שומשום  300 גרם	12.9
בייגל שטוחלה פינוקים 300 גרם	12.9
בייגל שטוחלה שומשום 300 גרם	12.9
בייגלה אורגני מקמח כוסמי	15.9
בייגלה אסם טבעות מלח 400ג'	13.0
בייגלה אסם שטוחים עם מלח	4.9
בייגלה אסם שמיניות קטנות 80 ג'	4.9
בייגלה אצבעות שומשום 300 גרם.	10.0
בייגלה דקים עם מלח 3	13.9
בייגלה מקלות 400 גרם	11.9
בייגלה שמיניות גדולו	14.9
בייגלה שמיניות מלוחו	11.9
ביסלי בצל 200גרם	7.9
ביסלי בצל 70ג'	4.9
ביסלי ברביקיו 200גרם	7.9
ביסלי ברביקיו 70ג'	4.9
ביסלי גריל 200גרם	7.9
ביסלי גריל 70ג'	4.9
ביסלי חטיף בטעם גריל	15.9
ביסלי פארטי מיקס 150	7.9
ביסלי פיצה 200גרם	7.9
ביסלי פיצה 70ג'	4.9
ביסלי פלאפל 200גרם	7.9
ביסלי פלאפל 70ג'	4.9
ביסלי שאטה לימון 60 גרם	4.9
ביסקווטמינים פלוס וניל	16.9
ביסקוויט חלב עד חצות	17.9
ביסקוויט מיני ממולא קרם שוקולד היט.	8.9
ביסקוויט עד חצות אצב	14.5
ביסקוויט קרמל לוטוס	13.9
ביסקוויט רושן חלב 180ג	5.9
ביסקוויט רושן חמאה185ג	5.9
ביסקוויט תה 110גרם הדר	4.7
ביסקוויט תה שוקו 110גרם הדר	4.7
ביסקוטי כוסמין שוקולד ואגוזי לוז	26.9
ביסקויט בטעם קרמל לו	12.5
ביסקויט לוטוס 525 ג'	19.9
ביסקויט מחיטה מלאה ל	12.5
ביסקויט עד חצות סנדוויץ	14.5
ביסקויט עד חצות עיגולים 225 גרם.	17.9
ביצי הפתעה סופרייז ש	15.9
ביצים ארוזות      L	14.09
ביצים ארוזות12 יח M	13.0
ביצת הפתעה קינדר ג'וי מארז שלישייה	18.9
בירה איגל חוזר 500 מ	7.0
בירה אלכסנדר בלונד ב	14.9
בירה אלכסנדר חיטה יש	14.9
בירה באדוויזר שישייה	39.9
בירה בלו מון בקבוק 3	15.9
בירה גולדסטאר SLOW B	41.9
בירה גולדסטאר בקבוק	8.0
בירה גולדסטאר לא מסו	10.9
בירה גולדסטאר פחית 5	9.9
בירה גולדסטאר שישייה	36.9
"בירה גינס 330 מ""ל"	16.5
בירה גמס חזקה 8.8% ב	14.9
בירה הייניקן בקבוק ח	10.0
"בירה הייניקן פח 330*6מ""ל"	45.0
בירה הייניקן פחית 50	12.9
בירה הייניקן שישייה	39.9
"בירה ויינשטפן ויטוס  500 מ""ל."	14.9
בירה טובורג בקבוק חו	9.5
בירה טובורג פחית 500	11.0
בירה טובורג רד שישיי	39.9
"בירה לה שוף 330 מ""ל"	15.9
בירה מכבי 7.9%  פחית	8.9
בירה מכבי בקבוק חוזר	8.0
בירה מכבי פחית 500 מ	8.9
בירה מלכה בהירה בקבו	15.9
בירה מלכה חיטה בקבוק	15.9
בירה נגב אואזיס	15.9
בירה נשר מאלט בקבוק	8.9
"בירה סאן מיגל 500 מ""ל"	9.0
בירה פאולנר בקבוק 33	13.9
בירה פאולנר בקבוק 50	14.9
בירה פאולנר חיטה פחית500	12.9
בירה צרי שוף 8% בקבו	15.9
בירה קסטיל רובוס בטע	13.9
בירה קסטיל רוז' פחית	13.9
בירה קסטל רוזי 330	13.9
בירה קרומבכר חיטה פח	10.9
בירה קרומבכר פילס פח	10.9
בירה קרלסברג LUMA שי	34.9
בירה קרלסברג בקבוק ח	9.5
בירה קרלסברג מארז שי	39.9
בירה קרלסברג פחית 50	11.0
בירה שחורה דיאט נשר	8.9
בירה שחורה נשר מאלט	29.9
בירה שפירא פייל אייל	15.9
בישקוטים בונומי 200	8.9
בישקוטים צוקטה  200ג	6.9
בית השיטה חרוזית קוק	18.9
בלגה ממרח אגוזי לוז	15.9
בלה איטליה מנת פסטה פורמגי	9.9
בלו בנד עם מלח 200 ג	6.8
בלו ווין מבית בלו נאן750	52.9
"בלו לאגון קוקטייל 330 מ""ל"	11.9
בלוודר וודקה 700 מל	119.9
בלזן היט וניל 220גרם	11.9
"בלינצ'ס במילוי תפו""א ופטריות"	16.9
בלינצ'ס גבינת טבורוג360ג	16.9
בלינצס מילוי דובדבנים360	16.9
בלינצס+ממרח קקאו אגוז360	16.9
בליסימו וניל פליק 900מל	10.0
במבה 80ג'	4.9
במבה במילוי קרם נוגט	4.9
במבה גדול 80ג'	4.9
במבה יום הולדת 15*20 ג'	27.9
במבה יום הולדת 25גרם	3.2
במבה מתוקה 30גרם	3.5
במבה קלאסי 200 גרם	11.9
במבה שמש 70ג'	4.9
בנוסח מוצרלה 350 גרם	18.9
בננה צ'יפס	45.0
בסגנון פטה פטינה21%משקל	35.0
בסיס להכנת קצפת ריצ'	9.2
בסיס לפיצה ללא גלוטן300ג	36.9
"בסיס לקצפת 425 מ""ל"	13.5
בסיס רוטב ברילה עגבנ	15.9
בפלות בטעם לימון 200 גרם.	6.5
בפלות שוקולד 200 גרם	6.5
בצל קצוץ סנפרוסט	18.9
בצלצלי איזי שאלוט חו	14.9
בצלצלי שלוט	14.9
בצק אפוי למחצה 250 גרם	17.9
בצק לכיסונים מצונן עיגולים שימרית	17.9
"בצק עלים 1 ק""ג"	22.5
בצק עלים חמאה מעדנות	19.9
בצק עלים מעדנות  1 ק	19.9
בצק עלים מצונן ומוכן	15.9
בצק פילאס תורכי מעדנ	19.9
בצק פילו מוכן לאפייה	15.9
בצק פילו שלושת האופי	20.9
בצק פילו.	19.9
בצק פיצה דק מוכן לאפיה שמרית 415 גרם	17.9
בצק פסטה מצונן מרודד ומגולגל שימרית	20.5
בצק פריך מלוח.	19.9
בקבוק אנטי קוליק ורוד160	45.9
בקבוק בירה מלכה אדמו	15.9
בקבוק רוטב ברביקיו 3	13.9
בקבוק רוטב סויה סיני	13.9
"בקבוק תינוק 330 מ""ל - סגול"	48.9
בקרדי בריזר לימון בק	16.9
בקרדי בריזר לימון לי	16.9
ברוקולי מוקפא 800 גר	26.9
ברי פקאן 22% משולש משקל	165.0
בריא מהטבע גרנולה פי	24.9
בריא מהטבע תוספת ברי	40.9
בריזר אבטיח בקבוק 27	16.9
בריזר פסיפלורה מנגו	16.9
ברינזה כבשים 18% 250	27.9
ברמן לעניין קל 500 גרם.	15.9
ברנדי שטוק 84 37 % 7	82.9
ברנפלקס אקסטרה פייבר מיני	27.9
ברף שלושת סרנטי 3x50g LC2	20.9
ברף שלשות הרמוני  3x50g LC2	20.9
ברף שלשות ויטלטי 3x50g LC2	20.9
"ברקן רזרב שרדונה 750 מ""ל"	45.9
בשר הודו טחון טיבון	14.9
"ג""ל גילוח אדג לעור ר"	19.9
"ג""ל גילוח אדג רגיל 2"	19.9
"ג""ל כביסה מקסימה בני"	32.9
"ג""ל כחול ספיד סטיק 2"	21.9
ג'אמפ בטעם אשכוליות	6.9
ג'אמפ בטעם מנגו פסיפ	6.9
ג'אמפ בטעם תות בננה	6.9
ג'אמפ דיאט אשכוליות	6.9
ג'אמפ ענבים 1.5 ליטר	6.9
ג'אמפ תפוזים 1.5 ליט	6.9
ג'חנון בצק.	24.5
ג'חנון צנעני.	20.9
"ג'ט לניקוי יסודי למטבח 750 מ""ל"	13.7
ג'ייקובס קפסולות קפה אספרסו אינטנסו	17.9
ג'ל אוקסיג'ן בייבי להסרת כתמים-3 ליטר	32.9
ג'ל אוקסיג'ן לכביסה להסרת כתמים 3 ליטר	32.9
ג'ל אלוורה אפטרסול 200מל	20.1
ג'ל אקסטרים לשיער חזק	21.9
ג'ל גילוח ג'ילט סירי	21.9
ג'ל גילוח סירייס לחות200	21.9
"ג'ל גילוח רגיש גילט סירייס 200 מ""ל"	19.9
ג'ל כביסה מקסימה 3 ליטר מרוכז	32.9
ג'ל כביסה מקסימה מרוכז לכביסה צבעונית 3 ליטר MIX WASH	32.9
ג'ל כביסה תינוקלין בייבי סנסטיב 2 ליטר	30.9
"ג'ל למניעת אבנית 750 מ""ל - קלגון"	29.9
ג'ל מסיר כתמים לכביסה לבנה 2.75 ליטר -וויט קליה	29.9
ג'ל מסיר כתמים לכביסה צבעונית 2.75 ליטר -וויט קליה	29.9
ג'ל קולון 2.5 ליטר רגיל כחול	29.9
ג'לטין דגים קרטונית	9.5
ג'לי בטעם ענבים תנובה.	2.8
ג'לי בטעם פטל לימבו חלבי	2.3
ג'לי תות סוויטאנגו	15.5
ג'לי תנובה אננס	2.8
ג'לי תנובה אפרסק	2.8
ג'ק דניאלס תפוח	129.6
ג.שחור כורדי מופחת מלח	35.0
גאודה במשקל 28%	129.0
גאודה הולנד גלגל30% משקל	99.0
גאודה מעושנת במשקל	129.0
גאודה עיזים30% משקל	159.0
